glottolog_name,Glottocode,asjp_id,tip_name
Kasanga,kasa1248,KASANGA,NC.NORTHERN_ATLANTIC.KASANGA
Kobiana,kobi1241,KOBIANA,NC.NORTHERN_ATLANTIC.KOBIANA
Wolof,nucl1347,WOLOF,NC.NORTHERN_ATLANTIC.WOLOF
Gambian Wolof,gamb1252,WOLOF_GAMBIAN,NC.NORTHERN_ATLANTIC.WOLOF_GAMBIAN
Ndut,ndut1239,NDUT_FALOR,NC.NORTHERN_ATLANTIC.NDUT_FALOR
Palor,palo1243,PALOR_2,NC.NORTHERN_ATLANTIC.PALOR_2
Saafi-Saafi,saaf1238,SAFEN,NC.NORTHERN_ATLANTIC.SAFEN
Lehar,leha1242,LEHAR,NC.NORTHERN_ATLANTIC.LEHAR
Noon,noon1242,NON,NC.NORTHERN_ATLANTIC.NON
Wamey,wame1240,WAMEY,NC.NORTHERN_ATLANTIC.WAMEY
Sereer,sere1260,SERER_SINE,NC.NORTHERN_ATLANTIC.SERER_SINE
Pulaar,pula1263,FULA,NC.NORTHERN_ATLANTIC.FULA
Adamawa Fulfulde,adam1253,FULFULDE_ADAMAWA,NC.NORTHERN_ATLANTIC.FULFULDE_ADAMAWA
Hausa States Fulfulde,nige1253,FULFULDE,NC.NORTHERN_ATLANTIC.FULFULDE
Maasina Fulfulde,maas1239,FULFULDE_MAASINA,NC.NORTHERN_ATLANTIC.FULFULDE_MAASINA
Pular,pula1262,PULAR,NC.NORTHERN_ATLANTIC.PULAR
Ngombe-Bangandu,bang1347,BANGANDU,NC.GBAYA_MANZA_NGBAKA.BANGANDU
Southwest Gbaya,sout2785,BIYANDA,NC.GBAYA_MANZA_NGBAKA.BIYANDA
Northwest Gbaya,nort2775,KARA_BODOE,NC.GBAYA_MANZA_NGBAKA.KARA_BODOE
Bokoto,boko1261,BOKOTO,NC.GBAYA_MANZA_NGBAKA.BOKOTO
Gbaya-Bozoum,gbay1286,GBAYA_BOZOUM,NC.GBAYA_MANZA_NGBAKA.GBAYA_BOZOUM
Gbaya-Bossangoa,gbay1287,GBEYA,NC.GBAYA_MANZA_NGBAKA.GBEYA
Bofi,bofi1238,BOFI,NC.GBAYA_MANZA_NGBAKA.BOFI
Gbaya-Mbodomo,gbay1281,GBAYA_MBODOMO,NC.GBAYA_MANZA_NGBAKA.GBAYA_MBODOMO
Ngbaka Minagende,ngba1285,NGBAKA,NC.GBAYA_MANZA_NGBAKA.NGBAKA
Ngbaka Ma'bo,ngba1284,NGBAKA_BOKANGA,NC.GBAYA_MANZA_NGBAKA.NGBAKA_BOKANGA
Manza,manz1243,MANZA,NC.GBAYA_MANZA_NGBAKA.MANZA
Ngbaka Manza,ngba1287,NGBAKA_MANZA,NC.GBAYA_MANZA_NGBAKA.NGBAKA_MANZA
Ali,alii1240,ALI,NC.UBANGI.ALI
Barambu,bara1361,BARAMBU,NC.UBANGI.BARAMBU
Pambia,pamb1243,PAMBIA,NC.UBANGI.PAMBIA
Nzakara,nzak1247,NZAKARA,NC.UBANGI.NZAKARA
Geme,geme1244,GEME,NC.UBANGI.GEME
Zande,zand1248,ZANDE,NC.UBANGI.ZANDE
Langbashe,lang1318,LANGBASI,NC.UBANGI.LANGBASI
South Central Banda,sout2787,NGBUGU,NC.UBANGI.NGBUGU
West Central Banda,west2458,GBI,NC.UBANGI.GBI
Mbandja,mban1263,MBANZA,NC.UBANGI.MBANZA
Banda-Yangere,band1348,BANDA_YANGERE,NC.UBANGI.BANDA_YANGERE
Banda-Bambari,band1344,LINDA,NC.UBANGI.LINDA
Banda-Ndélé,band1345,BANDA_NDELE_NGAO,NC.UBANGI.BANDA_NDELE_NGAO
Gobu,gobu1238,GABU,NC.UBANGI.GABU
Mono (Democratic Republic of Congo),mono1270,MONO_CONGO,NC.UBANGI.MONO_CONGO
Southern Ngbandi,sout2784,NGBANDI,NC.UBANGI.NGBANDI
Yakoma,yako1252,YAKOMA,NC.UBANGI.YAKOMA
Sango,sang1328,SANGO,NC.UBANGI.SANGO
Feroge,fero1244,FEROGE,NC.UBANGI.FEROGE
Mangayat,mang1387,MANGAYAT,NC.UBANGI.MANGAYAT
Indri,indr1247,INDRI,NC.UBANGI.INDRI
Togoyo,togo1252,TOGOYO,NC.UBANGI.TOGOYO
Bai,baii1251,BAI,NC.UBANGI.BAI
Belanda Viri,bela1255,BELANDA_VIRI,NC.UBANGI.BELANDA_VIRI
Ndogo,ndog1248,NDOGO,NC.UBANGI.NDOGO
Tagbu,tagb1255,TAGBU,NC.UBANGI.TAGBU
Ma (Democratic Republic of Congo),made1252,MA,NC.UBANGI.MA
Dongo,dong1290,DONGO,NC.UBANGI.DONGO
Ndunga,ndun1249,NDUNGA,NC.UBANGI.NDUNGA
Mündü,mund1326,MONDO,NC.UBANGI.MONDO
Bangba,bang1345,BANGBA,NC.UBANGI.BANGBA
Mayogo,mayo1261,MAYOGO,NC.UBANGI.MAYOGO
Limassa,lima1246,LIMASSA,NC.UBANGI.LIMASSA
Baka (Cameroon),baka1272,BAKA_2,NC.UBANGI.BAKA_2
Monzombo,monz1249,MONZOMBO,NC.UBANGI.MONZOMBO
Kpala,kpal1241,NGBAKA_KPALA,NC.UBANGI.NGBAKA_KPALA
Gbanziri-Boraka,gban1258,GBANZILI,NC.UBANGI.GBANZILI
Ngbaka Ma'bo,ngba1284,NGBAKA_MABO,NC.UBANGI.NGBAKA_MABO
Gilima,gili1241,NGBAKA_GILIMA,NC.UBANGI.NGBAKA_GILIMA
Ngbaka Ma'bo,ngba1284,NGBAKA_PENDI,NC.UBANGI.NGBAKA_PENDI
Samba Leko,samb1305,SAMBA_LEKO,NC.ADAMAWA.SAMBA_LEKO
Nyong,nyon1241,NYONG,NC.ADAMAWA.NYONG
Wom (Nigeria),womn1235,WOM_AFRICA,NC.ADAMAWA.WOM_AFRICA
Longto,long1387,LONGTO,NC.ADAMAWA.LONGTO
Peere,peer1241,PEERE,NC.ADAMAWA.PEERE
Doyayo,doya1240,DOOHWAAYAAYO,NC.ADAMAWA.DOOHWAAYAAYO
Mom Jango,momj1237,MOMI,NC.ADAMAWA.MOMI
Kumba,kumb1238,KUMBA,NC.ADAMAWA.KUMBA
Pangseng,pang1286,PANGSENG,NC.ADAMAWA.PANGSENG
Rang,rang1269,RANG,NC.ADAMAWA.RANG
Kpasam,kpas1242,KPASHAM,NC.ADAMAWA.KPASHAM
Bali (Nigeria),bali1245,BALI_NIGERIA,NC.ADAMAWA.BALI_NIGERIA
Yotti,yott1234,YOTI,NC.ADAMAWA.YOTI
Teme,teme1252,TEME,NC.ADAMAWA.TEME
Waka,waka1275,WAKA,NC.ADAMAWA.WAKA
Yendang,yend1241,YANDANG,NC.ADAMAWA.YANDANG
Bon Gula,bong1282,BON_GULA,NC.ADAMAWA.BON_GULA
Gula Iro,gula1265,GULA_IRO,NC.ADAMAWA.GULA_IRO
Bua,buaa1245,BUA,NC.ADAMAWA.BUA
Niellim,niel1243,LUA_NIELLIM,NC.ADAMAWA.LUA_NIELLIM
Tunia,tuni1251,TUNIA,NC.ADAMAWA.TUNIA
Koke,koke1240,KOKE,NC.ADAMAWA.KOKE
Noy,noyy1238,NOY,NC.ADAMAWA.NOY
Goundo,goun1238,GOUNDO,NC.ADAMAWA.GOUNDO
Besme,besm1235,BESME,NC.ADAMAWA.BESME
Kim,kimm1246,KIM,NC.ADAMAWA.KIM
Day,dayy1236,DAY,NC.ADAMAWA.DAY
Dama (Cameroon),dama1267,DAMA,NC.ADAMAWA.DAMA
Ndai,ndai1238,GALKE,NC.ADAMAWA.GALKE
Mambai,mamb1294,MAMBAI,NC.ADAMAWA.MAMBAI
Tupuri,tupu1244,TUPURI,NC.ADAMAWA.TUPURI
Mundang,mund1325,MUNDANG,NC.ADAMAWA.MUNDANG
Pam (Cameroon),pamm1242,PAM,NC.ADAMAWA.PAM
To,tooo1238,TO,NC.ADAMAWA.TO
Mbum,mbum1254,MBUM,NC.ADAMAWA.MBUM
Kuo,kuoo1238,KO,NC.ADAMAWA.KO
Nzakambay,nzak1246,NJAK_MBAI,NC.ADAMAWA.NJAK_MBAI
Nzakambay,nzak1246,NGOUMI,NC.ADAMAWA.NGOUMI
Kare (Central African Republic),kare1338,KALI,NC.ADAMAWA.KALI
Karang,kara1478,KARANG,NC.ADAMAWA.KARANG
Karang,kara1478,NDOK_MBALI,NC.ADAMAWA.NDOK_MBALI
Nafanan,nafa1258,NAFAARA,NC.GUR.NAFAARA
Tagwana Senoufo,tagw1240,SENOUFO_TAGWANA,NC.GUR.SENOUFO_TAGWANA
Senari,ceba1235,SENUFO_CEBAARA,NC.GUR.SENUFO_CEBAARA
Mamara Senoufo,mama1271,MAMARA_SENOUFO,NC.GUR.MAMARA_SENOUFO
Sìcìté Sénoufo,sici1249,SENUFO_SICITE,NC.GUR.SENUFO_SICITE
Supyire Senoufo,supy1237,SENOUFO_SUPYIRE,NC.GUR.SENOUFO_SUPYIRE
Bouna Kulango,boun1243,KULANGO_BOUNA,NC.GUR.KULANGO_BOUNA
Téén,teen1242,LORHON,NC.GUR.LORHON
Viemo,viem1243,VIEMO,NC.GUR.VIEMO
Tiefo-Daramandugu,tief1242,CEFO,NC.GUR.CEFO
Natioro,nati1243,NATIORO,NC.GUR.NATIORO
Samue,wara1292,WARA,NC.GUR.WARA
Longuda,long1389,LONGUDA,NC.ADAMAWA.LONGUDA
Burak,bura1271,BURAK,NC.ADAMAWA.BURAK
Waja,waja1259,WAJA,NC.ADAMAWA.WAJA
Awak,awak1250,AWAK,NC.ADAMAWA.AWAK
Dadiya,dadi1249,DADIYA,NC.ADAMAWA.DADIYA
Baatonum,baat1238,BAATONUM,NC.GUR.BAATONUM
Turka,turk1306,TURKA,NC.GUR.TURKA
Pana (Burkina Faso),pana1295,PANA,NC.GUR.PANA
Kasem,kase1253,KASEM,NC.GUR.KASEM
Kabiyé,kabi1261,KABIYE,NC.GUR.KABIYE
Lama (Togo),lama1275,LAMA,NC.GUR.LAMA
Vagla,vagl1239,VAGALA,NC.GUR.VAGALA
Paasaal,paas1238,PAASAAL,NC.GUR.PAASAAL
Tumulung Sisaala,tumu1242,SISAALA_TUMULUNG,NC.GUR.SISAALA_TUMULUNG
Western Sisaala,west2465,SISAALA_WESTERN,NC.GUR.SISAALA_WESTERN
Koromfé,koro1298,KOROMFE,NC.GUR.KOROMFE
Southern Bobo Madaré,sout2840,BOMU_BOBO,NC.GUR.BOMU_BOBO
Buamu,buam1238,BWAMU,NC.GUR.BWAMU
Buli (Ghana),buli1254,BULI_GHANA,NC.GUR.BULI_GHANA
Konni,konn1242,KONNI,NC.GUR.KONNI
Biali,bial1238,BIALI,NC.GUR.BIALI
Waama,waam1244,WAAMA,NC.GUR.WAAMA
Nateni,nate1242,NATENI,NC.GUR.NATENI
Ditammari,dita1238,DITAMMARI,NC.GUR.DITAMMARI
Mbelime,mbel1240,MBELIME,NC.GUR.MBELIME
Nawdm,nawd1238,NAWDM,NC.GUR.NAWDM
Yom,yomm1242,YOM,NC.GUR.YOM
Akaselem,akas1242,AKASELEM,NC.GUR.AKASELEM
Ntcham,ntch1242,BASSARI,NC.GUR.BASSARI
Gourmanchéma,gour1243,GOURMANCHEMA,NC.GUR.GOURMANCHEMA
Moba,moba1244,MOBA,NC.GUR.MOBA
Konkomba,konk1269,KONKOMBA_2,NC.GUR.KONKOMBA_2
Konkomba,konk1269,KONKOMBA,NC.GUR.KONKOMBA
Ngangam,ngan1299,NGANGAM,NC.GUR.NGANGAM
Notre,notr1240,NOTRE,NC.GUR.NOTRE
Kusaal,kusa1250,KUSAL,NC.GUR.KUSAL
Hanga,hang1258,HANGA,NC.GUR.HANGA
Kamara,kama1357,KAMARA,NC.GUR.KAMARA
Dagbani,dagb1246,DAGBANI,NC.GUR.DAGBANI
Mampruli,mamp1244,MAMPRULI,NC.GUR.MAMPRULI
Mossi,moss1236,MOORE,NC.GUR.MOORE
Farefare,fare1241,FRAFRA,NC.GUR.FRAFRA
Farefare,fare1241,NINKARE,NC.GUR.NINKARE
Safaliba,safa1243,SAFALIBA,NC.GUR.SAFALIBA
Southern Birifor,sout2790,BIRIFOR_SOUTHERN,NC.GUR.BIRIFOR_SOUTHERN
Central Dagaare,sout2789,DAGAARE,NC.GUR.DAGAARE
Wali (Ghana),wali1263,WALI,NC.GUR.WALI
Ega,egaa1242,EGA,NC.KWA.EGA
Adangme,adan1247,DANGME,NC.KWA.DANGME
Ga,gaaa1244,GA,NC.KWA.GA
Ikpana,logb1245,IKPANA,NC.KWA.IKPANA
Adele,adel1244,ADELE,NC.KWA.ADELE
Anii,anii1245,ANII,NC.KWA.ANII
Sekpele,sekp1241,LIKPE,NC.KWA.LIKPE
Selee,sele1249,SELE,NC.KWA.SELE
Siwu,siwu1238,AKPAFU,NC.KWA.AKPAFU
Lelemi,lele1264,BUEM_LELEMI,NC.KWA.BUEM_LELEMI
Siwu,siwu1238,SIWU,NC.KWA.SIWU
Fon,fonn1241,FONGBE,NC.KWA.FONGBE
,,EWE_ADANGBE,NC.KWA.EWE_ADANGBE
Gen,genn1243,GEN,NC.KWA.GEN
Akebu,akeb1238,AKEBU,NC.KWA.AKEBU
Animere,anim1239,ANIMERE,NC.KWA.ANIMERE
Avatime,avat1244,SIDEME,NC.KWA.SIDEME
Tafi,tafi1243,TEGBO,NC.KWA.TEGBO
Nyangbo,nyan1302,TUTRUGBU,NC.KWA.TUTRUGBU
Ikposo,ikpo1238,IKPOSO,NC.KWA.IKPOSO
Igo,igoo1238,AHLO,NC.KWA.AHLO
Tuwuli,tuwu1238,TUWULI,NC.KWA.TUWULI
Abé,abee1242,ABE,NC.KWA.ABE
Adioukrou,adio1239,ADIOUKROU,NC.KWA.ADIOUKROU
Avikam,avik1243,AVIKAM,NC.KWA.AVIKAM
Attié,atti1239,ATTIE,NC.KWA.ATTIE
Abron,abro1238,ABRON,NC.KWA.ABRON
Akan,akan1250,TWI_ASANTE,NC.KWA.TWI_ASANTE
Akan,akan1250,TWI_FANTE,NC.KWA.TWI_FANTE
Ahanta,ahan1243,AHANTE,NC.KWA.AHANTE
Nzima,nzim1238,NZEMA,NC.KWA.NZEMA
Anufo,anuf1239,ANUFO,NC.KWA.ANUFO
Baoulé,baou1238,BAULE,NC.KWA.BAULE
Anyin,anyi1245,ANYI,NC.KWA.ANYI
Awutu,awut1241,EFUTU,NC.KWA.EFUTU
Larteh,lart1238,LARTEH,NC.KWA.LARTEH
Gua,guaa1238,HILL_GUANG,NC.KWA.HILL_GUANG
Nkonya,nkon1248,NKAMI,NC.KWA.NKAMI
Dompo,domp1238,DOMPO,NC.KWA.DOMPO
Gonja,gonj1241,GONJA,NC.KWA.GONJA
Nawuri,nawu1242,NAWURI,NC.KWA.NAWURI
Gikyode,giky1238,GECHODE,NC.KWA.GECHODE
Ginyanga,giny1241,GENYANGA,NC.KWA.GENYANGA
Krache,krac1238,KRACHI,NC.KWA.KRACHI
Chumburung,chum1261,NCHUMURU,NC.KWA.NCHUMURU
Tchumbuli,tchu1241,TCHUMBULI,NC.KWA.TCHUMBULI
Mbre,mbre1244,MBRE,NC.MBRE.MBRE
South Fali,sout2782,FALI,NC.ADAMAWA.FALI
Klao,klao1243,KLAO,NC.KRU.KLAO
Bassa,nucl1418,BASSA,NC.KRU.BASSA
Dewoin,dewo1238,DEWOIN,NC.KRU.DEWOIN
Tepo Krumen,tepo1239,KRUMAN,NC.KRU.KRUMAN
Wobe-Wè Northern,weno1238,WOBE,NC.KRU.WOBE
Glio-Oubi,glio1241,GLIO_OUBI,NC.KRU.GLIO_OUBI
Wè Southern,weso1238,WE_SOUTHERN,NC.KRU.WE_SOUTHERN
Kuwaa,kuwa1247,KUWAA,NC.KRU.KUWAA
Bakwé,bakw1243,BAKWE,NC.KRU.BAKWE
Neyo,neyo1238,NEYO,NC.KRU.NEYO
Lakota Dida,lako1244,DIDA_LAKOTA,NC.KRU.DIDA_LAKOTA
Yocoboué Dida,yoco1235,DIDA_YOCOBOUE,NC.KRU.DIDA_YOCOBOUE
Guiberoua Béte,guib1246,BETE_GUIBEROUA,NC.KRU.BETE_GUIBEROUA
Daloa Bété,dalo1238,BETE_DALOA,NC.KRU.BETE_DALOA
Godié,godi1239,GODIE,NC.KRU.GODIE
Ekpeye,ekpe1253,EKPEYE,NC.IGBOID.EKPEYE
Ogbah,ogba1241,OGBA,NC.IGBOID.OGBA
Ukwuani-Aboh-Ndoni,ukwu1241,UKAWANI_ABOH_NDONI,NC.IGBOID.UKAWANI_ABOH_NDONI
Izi,izii1239,IZI,NC.IGBOID.IZI
Igbo,nucl1417,ECHIE,NC.IGBOID.ECHIE
Igbo,nucl1417,IGBO_ONITSHA,NC.IGBOID.IGBO_ONITSHA
Àhàn,ahan1244,AHAN,NC.DEFOID.AHAN
Ayere,ayer1245,AYERE,NC.DEFOID.AYERE
Arigidi,arig1246,ARIGIDI,NC.DEFOID.ARIGIDI
Igala,igal1242,IGALA,NC.DEFOID.IGALA
Yoruba,yoru1245,OKA,NC.DEFOID.OKA
Yoruba,yoru1245,YORUBA,NC.DEFOID.YORUBA
Ukaan,ukaa1243,UKAAN,NC.UKAAN.UKAAN
Ukaan,ukaa1243,IKAKUMO,NC.UKAAN.IKAKUMO
Ukaan,ukaa1243,IKAAN,NC.UKAAN.IKAAN
Ukaan,ukaa1243,IYINNO,NC.UKAAN.IYINNO
Ukaan,ukaa1243,ISHEU,NC.UKAAN.ISHEU
Ukaan,ukaa1243,IIGAU,NC.UKAAN.IIGAU
Akpes,akpe1248,AKUNNU,NC.AKPES.AKUNNU
Epie,epie1238,EPIE,NC.EDOID.EPIE
Egene,enge1239,ENGENNI,NC.EDOID.ENGENNI
Egene,enge1239,EGENE,NC.EDOID.EGENE
Degema,dege1246,DEGEMA_2,NC.EDOID.DEGEMA_2
Degema,dege1246,DEGEMA,NC.EDOID.DEGEMA
Okpe (Southwestern Edo),okpe1250,OKPE,NC.EDOID.OKPE
Urhobo,urho1239,URHOBO,NC.EDOID.URHOBO
Uvbie,uvbi1238,UVBIE,NC.EDOID.UVBIE
Urhobo,urho1239,URHOBO_2,NC.EDOID.URHOBO_2
Isoko,isok1239,ISOKO,NC.EDOID.ISOKO
Eruwa,eruw1238,ERUWA,NC.EDOID.ERUWA
Okpamheri,okpa1238,IBILO,NC.EDOID.IBILO
Okpamheri,okpa1238,OKPAMHERI,NC.EDOID.OKPAMHERI
Uhami,uham1238,UHAMI,NC.EDOID.UHAMI
Ehueun,ehue1238,EHUEUN,NC.EDOID.EHUEUN
Ukue,ukue1238,UKUE,NC.EDOID.UKUE
Emai-Iuleha-Ora,emai1241,AOMA,NC.EDOID.AOMA
Emai-Iuleha-Ora,emai1241,EMAI,NC.EDOID.EMAI
Bini,bini1246,EDO,NC.EDOID.EDO
Bini,bini1246,EDO_2,NC.EDOID.EDO_2
Ghotuo,ghot1243,GHOTUO,NC.EDOID.GHOTUO
Yekhee,yekh1238,AVBIANWU,NC.EDOID.AVBIANWU
Yekhee,yekh1238,AUCHI,NC.EDOID.AUCHI
Uneme,unem1238,UNEME,NC.EDOID.UNEME
Oko-Eni-Osayen,okoe1238,OKO_OSANYE_ENI,NC.OKO.OKO_OSANYE_ENI
Igede,iged1239,IGEDE,NC.IDOMOID.IGEDE
Idoma,idom1241,IDOMA,NC.IDOMOID.IDOMA
Yala,yala1263,YALA,NC.IDOMOID.YALA
Abua,abua1244,ABUA,NC.CROSS_RIVER.ABUA
Ogbronuagum,ogbr1243,OGBRONUAGUM,NC.CROSS_RIVER.OGBRONUAGUM
Cross River Mbembe,cros1244,MBEMBE,NC.CROSS_RIVER.MBEMBE
Kohumono,kohu1244,KOHUMONO,NC.CROSS_RIVER.KOHUMONO
Baan,baan1241,BAN_OGOI,NC.CROSS_RIVER.BAN_OGOI
Eleme,elem1253,ELEME,NC.CROSS_RIVER.ELEME
Eleme,elem1253,ELEME_2,NC.CROSS_RIVER.ELEME_2
Gokana,goka1239,GOKANA,NC.CROSS_RIVER.GOKANA
Khana,khan1278,KANA,NC.CROSS_RIVER.KANA
Tee,teee1242,TEE,NC.CROSS_RIVER.TEE
Obolo,obol1243,OBOLO,NC.CROSS_RIVER.OBOLO
Iko,ikoo1245,IKO,NC.CROSS_RIVER.IKO
Ibino,ibin1241,IBINO,NC.CROSS_RIVER.IBINO
Ibuoro,ibuo1242,IBUORO,NC.CROSS_RIVER.IBUORO
Itu Mbon Uzo,itum1245,ITUMBUSO,NC.CROSS_RIVER.ITUMBUSO
Efai,efai1241,EFAI,NC.CROSS_RIVER.EFAI
Ekit,ekit1246,EKIT,NC.CROSS_RIVER.EKIT
Etebi,eteb1238,ETEBI,NC.CROSS_RIVER.ETEBI
Anaang,anaa1238,ANAANG,NC.CROSS_RIVER.ANAANG
Ukwa,ukwa1238,UKWA,NC.CROSS_RIVER.UKWA
Ibibio,ibib1240,IBIBIO_2,NC.CROSS_RIVER.IBIBIO_2
Efik,efik1245,EFIK,NC.CROSS_RIVER.EFIK
Ibibio,ibib1240,IBIBIO_1,NC.CROSS_RIVER.IBIBIO_1
Usaghade,usag1244,USAKADE,NC.CROSS_RIVER.USAKADE
Ilue,ilue1241,ILUE,NC.CROSS_RIVER.ILUE
Okobo,okob1241,OKOBO,NC.CROSS_RIVER.OKOBO
Oro,oroo1241,ORO,NC.CROSS_RIVER.ORO
Ebughu,ebug1241,EBUGHU,NC.CROSS_RIVER.EBUGHU
Enwan (Akwa Ibom State),enwa1245,ENWANG,NC.CROSS_RIVER.ENWANG
Uda,udaa1238,UDA,NC.CROSS_RIVER.UDA
Reshe,resh1242,RESHE,NC.KAINJI.RESHE
Laru (Nigeria),laru1238,LARU_NIGERIA,NC.KAINJI.LARU_NIGERIA
Lopa,lopa1238,LOPA,NC.KAINJI.LOPA
C'lela,clel1238,LELA,NC.KAINJI.LELA
Hun-Saare,huns1239,DUKA,NC.KAINJI.DUKA
Ut-Main,kagf1238,FAKAI_A,NC.KAINJI.FAKAI_A
Gwamhi-Wuri,gwam1244,GWAMHI_WURI,NC.KAINJI.GWAMHI_WURI
Ut-Main,kagf1238,ROR,NC.KAINJI.ROR
Pongu,pong1250,PONGU,NC.KAINJI.PONGU
Pongu,pong1250,PONGU_2,NC.KAINJI.PONGU_2
Bauchi,bauc1238,MADAKA,NC.KAINJI.MADAKA
Rogo,rogo1238,ROGO,NC.KAINJI.ROGO
Eastern Acipa,east2403,SEGEMUK,NC.KAINJI.SEGEMUK
Shama-Sambuga,sham1278,SHAMA,NC.KAINJI.SHAMA
Yara,cind1241,CINDA_1,NC.KAINJI.CINDA_1
Yara,cind1241,CINDA_2,NC.KAINJI.CINDA_2
Yara,cind1241,CINDA_5,NC.KAINJI.CINDA_5
Yara,cind1241,REGI,NC.KAINJI.REGI
Yara,cind1241,KUKI,NC.KAINJI.KUKI
Cicipu,cici1237,CICIPU,NC.KAINJI.CICIPU
Western-Kambari-Cishingini,cish1238,CISHINGINI,NC.KAINJI.CISHINGINI
Salka-Tsishingini,tsis1238,SALKA,NC.KAINJI.SALKA
Tsuvadi,tsuv1239,TSUVADI,NC.KAINJI.TSUVADI
Basa (Nigeria),basa1282,RUBASA,NC.KAINJI.RUBASA
Amo,amoo1242,AMO,NC.KAINJI.AMO
Gamo-Ningi,gamo1241,GAMO_NINGI,NC.KAINJI.GAMO_NINGI
Kudu-Camo,kudu1241,KUDU_CAMO,NC.KAINJI.KUDU_CAMO
Lere,lere1241,LERE_TAKAYA,NC.KAINJI.LERE_TAKAYA
Lere,lere1241,LERE_GANA,NC.KAINJI.LERE_GANA
Lere,lere1241,LERE_SI,NC.KAINJI.LERE_SI
Sheni-Ziriya,shen1251,SHENI,NC.KAINJI.SHENI
Ziriya,ziri1239,ZIRIYA,NC.KAINJI.ZIRIYA
Gyem,gyem1238,GYEM,NC.KAINJI.GYEM
Shau,shau1238,SHAU,NC.KAINJI.SHAU
Izora,izor1238,IZORA,NC.KAINJI.IZORA
Sanga (Nigeria),sang1329,SANGA,NC.KAINJI.SANGA
Janji,janj1240,JANJI,NC.KAINJI.JANJI
Jere,jere1244,JERE,NC.KAINJI.JERE
Iguta,igut1238,IGUTA,NC.KAINJI.IGUTA
Gade,gade1242,GADE,NC.NUPOID.GADE
Ebira,ebir1243,IGBIRRA,NC.NUPOID.IGBIRRA
Gbari,gbar1246,GBARI,NC.NUPOID.GBARI
Nupe-Nupe-Tako,nupe1254,NUPE,NC.NUPOID.NUPE
Kutep,kute1248,KUTEB,NC.PLATOID.KUTEB
Kpan,kpan1246,KPAN,NC.PLATOID.KPAN
Jiba,jiba1237,JIBA,NC.JUKUNOID.JIBA
Jibu,jibu1239,JIBU,NC.PLATOID.JIBU
Jukun Takum,juku1254,JUKUN_TAKUM,NC.PLATOID.JUKUN_TAKUM
Hõne,hone1235,HONE,NC.JUKUNOID.HONE
Wapan,wapa1235,WAPAN,NC.JUKUNOID.WAPAN
Wãpha,waph1238,WAPHA,NC.JUKUNOID.WAPHA
Kadara,kada1284,KADARA,NC.PLATOID.KADARA
Ikulu,ikul1238,KULU,NC.PLATOID.KULU
,,KWANKA,NC.PLATOID.KWANKA
Sur,surr1238,TAPSHIN,NC.PLATOID.TAPSHIN
Yangkam,yang1290,YANGKAM,NC.PLATOID.YANGKAM
Pye,peee1238,PE,NC.PLATOID.PE
Tarok,taro1263,TAROK,NC.PLATOID.TAROK
Bo-Rukul,boru1244,RUKUL,NC.PLATOID.RUKUL
Fyam,fyam1238,FYEM,NC.PLATOID.FYEM
Horom,horo1245,HOROM,NC.PLATOID.HOROM
Shall-Zwall,shal1242,SHALL,NC.PLATOID.SHALL
Eten,eten1239,ITEN,NC.PLATOID.ITEN
Berom,bero1242,BEROM_F,NC.PLATOID.BEROM_F
Berom,bero1242,TAHOSS,NC.PLATOID.TAHOSS
Berom,bero1242,BEROM_R,NC.PLATOID.BEROM_R
Ndunic,ahwa1235,NDUN,NC.PLATOID.NDUN
Ndunic,ahwa1235,SHAKARA,NC.PLATOID.SHAKARA
Cara,cara1270,CARA,NC.PLATOID.CARA
Tyap,tyap1238,TYAP,NC.PLATOID.TYAP
Izere,izer1241,IZERE,NC.PLATOID.IZERE
Ganang,gana1270,GANANG,NC.PLATOID.GANANG
Cen,cenn1238,CEN,NC.PLATOID.CEN
Firan,fira1238,FIRAN,NC.PLATOID.FIRAN
Ajiri,eloy1241,ELOYI,NC.PLATOID.ELOYI
Akye,akee1238,AKE,NC.PLATOID.AKE
Eggon,eggo1239,EGGON,NC.PLATOID.EGGON
Rjili,tanj1247,JIJILI,NC.PLATOID.JIJILI
Lijili,liji1238,JILI,NC.PLATOID.JILI
Hasha,hash1238,HASHA,NC.PLATOID.HASHA
Toro,toro1249,TORO,NC.PLATOID.TORO
Arum,alum1246,TESU,NC.PLATOID.TESU
Kyoli,cori1240,CORI,NC.PLATOID.CORI
Hyam,hyam1245,HYAM,NC.PLATOID.HYAM
Begbere-Ejar,begb1241,BEGBERE_EJAR,NC.PLATOID.BEGBERE_EJAR
Nyankpa,yesk1239,NYANKPA,NC.PLATOID.NYANKPA
Dũya,idun1241,IDU,NC.PLATOID.IDU
Ashe,ashe1269,ITOO,NC.PLATOID.ITOO
,,GWARA,NC.PLATOID.GWARA
Ayu,ayuu1242,AYU,NC.PLATOID.AYU
Ninzo,ninz1246,SAMBE,NC.PLATOID.SAMBE
Che,chee1238,CE,NC.PLATOID.CE
Kanufi,kanu1277,ANIB,NC.PLATOID.ANIB
Kaningdon-Nindem,kani1277,NINKYOP,NC.PLATOID.NINKYOP
Bu,buuu1244,BU_NIGERIA,NC.PLATOID.BU_NIGERIA
Ningye,ning1271,NINGYE,NC.PLATOID.NINGYE
Ningye,ning1271,NINKA,NC.PLATOID.NINKA
