glottolog_name,Glottocode,asjp_id,tip_name
Coastal-Naga Bikol,cent2087,CENTRAL_BICOLANO,An.GREATER_CENTRAL_PHILIPPINE.CENTRAL_BICOLANO
Coastal-Naga Bikol,cent2087,NAGA,An.GREATER_CENTRAL_PHILIPPINE.NAGA
Daraga,dara1251,DARAGA,An.GREATER_CENTRAL_PHILIPPINE.DARAGA
Buhi,buhi1243,BUHI,An.GREATER_CENTRAL_PHILIPPINE.BUHI
Oas,oass1237,OAS,An.GREATER_CENTRAL_PHILIPPINE.OAS
Libon,libo1242,LIBON,An.GREATER_CENTRAL_PHILIPPINE.LIBON
Buhi,buhi1243,BUHINON_ALBAY_BICOLANO,An.GREATER_CENTRAL_PHILIPPINE.BUHINON_ALBAY_BICOLANO
Iriga Bicolano,irig1242,IRIGA,An.GREATER_CENTRAL_PHILIPPINE.IRIGA
Batak Karo,bata1293,KARO_BATAK,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.KARO_BATAK
Batak Toba,bata1289,TOBA_BATAK,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.TOBA_BATAK
Batak Angkola,bata1290,BATAK_ANGKOLA,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_ANGKOLA
Batak Mandailing,bata1291,BATAK_MANDAILING,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_MANDAILING
Gayo,gayo1244,GAYO,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.GAYO
Simeulue,sime1241,SIMALUR,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.SIMALUR
Mentawai,ment1249,MENTAWAI,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.MENTAWAI
Sikule,siku1242,SICHULE,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.SICHULE
Nias,nias1242,NIAS_SOUTHERN,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.NIAS_SOUTHERN
Nias,nias1242,NIAS_NORTHERN,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.NIAS_NORTHERN
Komering,kome1238,KOMERING,An.LAMPUNGIC.KOMERING
Komering,kome1238,KAYU_AGUNG_ASLI_KOMERING,An.LAMPUNGIC.KAYU_AGUNG_ASLI_KOMERING
Komering,kome1238,KAYU_AGUNG_PENDATANG_KOMERING,An.LAMPUNGIC.KAYU_AGUNG_PENDATANG_KOMERING
Lampung Nyo,lamp1242,MENGGALA_TULANG_BAWANG_LAMPUNG_NYO,An.LAMPUNGIC.MENGGALA_TULANG_BAWANG_LAMPUNG_NYO
Lampung Nyo,lamp1242,ABUNG_SUKADANA_LAMPUNG_NYO,An.LAMPUNGIC.ABUNG_SUKADANA_LAMPUNG_NYO
Lampung Api,lamp1243,LAMPUNG,An.LAMPUNGIC.LAMPUNG
Lampung Nyo,lamp1242,LAMPUNG_NYO_MELINTING,An.LAMPUNGIC.LAMPUNG_NYO_MELINTING
Lampung Nyo,lamp1242,LAMPUNG_NYO_ABUNG_KOTABUMI,An.LAMPUNGIC.LAMPUNG_NYO_ABUNG_KOTABUMI
Lampung Api,lamp1243,JABUNG_LAMPUNG_API,An.LAMPUNGIC.JABUNG_LAMPUNG_API
Lampung Api,lamp1243,PUBIAN_LAMPUNG_API,An.LAMPUNGIC.PUBIAN_LAMPUNG_API
Lampung Api,lamp1243,SUNGKAI_LAMPUNG_API,An.LAMPUNGIC.SUNGKAI_LAMPUNG_API
Komering,kome1238,ILIR_KOMERING,An.LAMPUNGIC.ILIR_KOMERING
Komering,kome1238,ADUMANIS_ULU_KOMERING,An.LAMPUNGIC.ADUMANIS_ULU_KOMERING
Lampung Api,lamp1243,WAY_KANAN_LAMPUNG_API,An.LAMPUNGIC.WAY_KANAN_LAMPUNG_API
Lampung Api,lamp1243,DAYA_LAMPUNG_API,An.LAMPUNGIC.DAYA_LAMPUNG_API
Komering,kome1238,PERJAYA_ULU_KOMERING,An.LAMPUNGIC.PERJAYA_ULU_KOMERING
Lampung Api,lamp1243,RANAU_LAMPUNG_API,An.LAMPUNGIC.RANAU_LAMPUNG_API
Lampung Api,lamp1243,KRUI_LAMPUNG_API,An.LAMPUNGIC.KRUI_LAMPUNG_API
Lampung Api,lamp1243,SUKAU_LAMPUNG_API,An.LAMPUNGIC.SUKAU_LAMPUNG_API
Lampung Api,lamp1243,BELALAU_LAMPUNG_API,An.LAMPUNGIC.BELALAU_LAMPUNG_API
Lampung Api,lamp1243,KOTA_AGUNG_LAMPUNG_API,An.LAMPUNGIC.KOTA_AGUNG_LAMPUNG_API
Lampung Api,lamp1243,TALANG_PADANG_LAMPUNG_API,An.LAMPUNGIC.TALANG_PADANG_LAMPUNG_API
Lampung Api,lamp1243,WAY_LIMA_LAMPUNG_API,An.LAMPUNGIC.WAY_LIMA_LAMPUNG_API
Lampung Api,lamp1243,KALIANDA_LAMPUNG_API,An.LAMPUNGIC.KALIANDA_LAMPUNG_API
Kawi,kawi1241,OLD_JAVANESE,An.JAVANESE.OLD_JAVANESE
,,OLD_OR_MIDDLE_JAVANESE,An.JAVANESE.OLD_OR_MIDDLE_JAVANESE
Javanese,java1254,MALANG,An.JAVANESE.MALANG
Tengger,teng1272,TENGGER_NGADAS,An.JAVANESE.TENGGER_NGADAS
Javanese,java1254,YOGYAKARTA,An.JAVANESE.YOGYAKARTA
Madurese,nucl1460,MADURESE,An.MALAYO_SUMBAWAN.MADURESE
Sundanese,sund1252,SUNDANESE,An.MALAYO_SUMBAWAN.SUNDANESE
Balinese,bali1278,BALI,An.MALAYO_SUMBAWAN.BALI
Sasak,sasa1249,SASAK,An.MALAYO_SUMBAWAN.SASAK
Sumbawa,sumb1241,SUMBAWA,An.MALAYO_SUMBAWAN.SUMBAWA
Acehnese,achi1257,ACEH,An.MALAYO_SUMBAWAN.ACEH
Eastern Cham,east2563,CHAM_EASTERN,An.MALAYO_SUMBAWAN.CHAM_EASTERN
Western Cham,west2650,CHAM_WESTERN,An.MALAYO_SUMBAWAN.CHAM_WESTERN
Jarai,jara1266,JARAI,An.MALAYO_SUMBAWAN.JARAI
Rade,rade1240,RADE,An.MALAYO_SUMBAWAN.RADE
Chru,chru1239,CHRU,An.MALAYO_SUMBAWAN.CHRU
Northern Roglai,nort2994,NORTHERN_ROGLAI,An.MALAYO_SUMBAWAN.NORTHERN_ROGLAI
Tsat,tsat1238,TSAT,An.MALAYO_SUMBAWAN.TSAT
Malayic Dayak,mala1480,DELANG,An.MALAYO_SUMBAWAN.DELANG
Kendayan-Belangin,kend1254,SALAKO_BADAMEA,An.MALAYO_SUMBAWAN.SALAKO_BADAMEA
Malayic Dayak,mala1480,TAMUAN,An.MALAYO_SUMBAWAN.TAMUAN
Kupang Malay,kupa1239,KUPANG_MALAY,An.MALAYO_SUMBAWAN.KUPANG_MALAY
Manado Malay,mala1481,MANADONESE,An.MALAYO_SUMBAWAN.MANADONESE
North Moluccan Malay,nort2828,TERNATE_PASAR,An.MALAYO_SUMBAWAN.TERNATE_PASAR
Banda Malay,band1353,SEKOLA_LONTHOIR_BANDA,An.MALAYO_SUMBAWAN.SEKOLA_LONTHOIR_BANDA
Banda Malay,band1353,SEKOLA_NEIRA_BANDA,An.MALAYO_SUMBAWAN.SEKOLA_NEIRA_BANDA
Banda Malay,band1353,AI_BANDA,An.MALAYO_SUMBAWAN.AI_BANDA
Ambonese Malay,ambo1250,AMBONESE_MALAY,An.MALAYO_SUMBAWAN.AMBONESE_MALAY
Ambonese Malay,ambo1250,AMBON_MALEIS,An.MALAYO_SUMBAWAN.AMBON_MALEIS
Lubu,lubu1241,LUBU,An.MALAYO_SUMBAWAN.LUBU
Minangkabau,mina1268,MINANGKABAU,An.MALAYO_SUMBAWAN.MINANGKABAU
Kerinci,keri1250,KERINCI,An.MALAYO_SUMBAWAN.KERINCI
Kerinci,keri1250,KERINCI_2,An.MALAYO_SUMBAWAN.KERINCI_2
Kelantan-Pattani Malay,patt1249,MALAY_PATTANI,An.MALAYO_SUMBAWAN.MALAY_PATTANI
Urak Lawoi',urak1238,URAK_LAWOI,An.MALAYO_SUMBAWAN.URAK_LAWOI
Central Malay,mala1479,PALEMBANG_MALAY,An.MALAYO_SUMBAWAN.PALEMBANG_MALAY
Temuan,temu1239,TEMUAN,An.MALAYO_SUMBAWAN.TEMUAN
Central Malay,mala1479,MALAY,An.MALAYO_SUMBAWAN.MALAY
Banjar,banj1239,BANJARESE_MALAY,An.MALAYO_SUMBAWAN.BANJARESE_MALAY
Brunei,brun1242,BRUNEI,An.MALAYO_SUMBAWAN.BRUNEI
Remun,remu1237,REMUN,An.MALAYO_SUMBAWAN.REMUN
Sebuyau,sebu1243,SEBUYAU,An.MALAYO_SUMBAWAN.SEBUYAU
Iban,iban1264,IBAN,An.MALAYO_SUMBAWAN.IBAN
Mualang,mual1241,MUALANG,An.MALAYO_SUMBAWAN.MUALANG
South Barisan Malay,cent2053,BESEMAH,An.MALAYO_SUMBAWAN.BESEMAH
South Barisan Malay,cent2053,OGAN,An.MALAYO_SUMBAWAN.OGAN
Bangka,bang1365,LOM,An.MALAYO_SUMBAWAN.LOM
Standard Indonesian,indo1316,INDONESIAN_2,An.MALAYO_SUMBAWAN.INDONESIAN_2
Standard Indonesian,indo1316,INDONESIAN,An.MALAYO_SUMBAWAN.INDONESIAN
Standard Indonesian,indo1316,INDONESIAN_JAKARTA,An.MALAYO_SUMBAWAN.INDONESIAN_JAKARTA
Kubu,kubu1239,KUBU,An.MALAYO_SUMBAWAN.KUBU
Jambi Malay,jamb1236,JAMBI_MALAY,An.MALAYO_SUMBAWAN.JAMBI_MALAY
Onya Darat,sema1269,KUALAN,An.LAND_DAYAK.KUALAN
Riuk Bekati',beka1241,BEKATI,An.LAND_DAYAK.BEKATI
Rara Bakati',rara1235,LARA,An.LAND_DAYAK.LARA
Bukar-Sadung Bidayuh,buka1257,BUKAR_SADONG_BIDAYUH,An.LAND_DAYAK.BUKAR_SADONG_BIDAYUH
Rejang,reja1240,REJANG,An.REJANG.REJANG
Bau-Jagoi Bidayuh,baub1235,BIDAYUH_BAU,An.LAND_DAYAK.BIDAYUH_BAU
Biatah Bidayuh,biat1246,BIATAH_BIDAYUH,An.LAND_DAYAK.BIATAH_BIDAYUH
Bau-Jagoi Bidayuh,baub1235,SINGHI,An.LAND_DAYAK.SINGHI
Bonggi,bong1289,BONGGI,An.BARITO.BONGGI
Ida'an,idaa1241,IDAAN,An.NORTH_BORNEO.IDAAN
Brunei Bisaya-Dusun,brun1245,BISAYA_BRUNEI,An.NORTH_BORNEO.BISAYA_BRUNEI
Sabah Bisaya,saba1267,BISAYA_SABAH,An.NORTH_BORNEO.BISAYA_SABAH
Kadazan Dusun,cent2100,DUSUN_TEMPASUK,An.NORTH_BORNEO.DUSUN_TEMPASUK
Kadazan Dusun,cent2100,CENTRAL_DUSUN,An.NORTH_BORNEO.CENTRAL_DUSUN
Kadazan Dusun,cent2100,TAMBUNAN_DUSUN,An.NORTH_BORNEO.TAMBUNAN_DUSUN
Southern Tidung,sout3241,TIDONG,An.NORTH_BORNEO.TIDONG
Tatana,tata1257,TATANA,An.NORTH_BORNEO.TATANA
Timugon Murut,timu1262,TIMUGON_MURUT,An.NORTH_BORNEO.TIMUGON_MURUT
Burusu,buru1304,BURUSU,An.NORTH_BORNEO.BURUSU
Rejang Kayan,reja1241,REJANG_KAYAN,An.KAYAN_MURIK.REJANG_KAYAN
Modang,moda1244,MODANG,An.KAYAN_MURIK.MODANG
Segai,sega1243,SEGAI,An.KAYAN_MURIK.SEGAI
Bolongan,bolo1268,BOLONGAN,An.NORTH_BORNEO.BOLONGAN
Bukat,buka1261,BUKAT,An.KAYAN_MURIK.BUKAT
Bukitan,buki1248,BUKITAN,An.NORTH_BORNEO.BUKITAN
Lahanan,laha1253,LAHANAN,An.NORTH_BORNEO.LAHANAN
Daro-Matu Melanau,daro1239,DARO_MATU,An.NORTH_BORNEO.DARO_MATU
Central Melanau,cent2101,MUKAH_MELANAU,An.NORTH_BORNEO.MUKAH_MELANAU
Kanowit-Tanjong Melanau,kano1244,KANOWIT,An.NORTH_BORNEO.KANOWIT
Kanowit-Tanjong Melanau,kano1244,TANJONG,An.NORTH_BORNEO.TANJONG
Bintulu,bint1246,BINTULU,An.NORTH_BORNEO.BINTULU
Lundayeh,lund1271,LUN_BAWANG,An.NORTH_BORNEO.LUN_BAWANG
Kelabit,kela1258,BARIO_KELABIT,An.NORTH_BORNEO.BARIO_KELABIT
Sa'ban,saba1265,SAABAN,An.NORTH_BORNEO.SAABAN
Tring,trin1273,TRING,An.NORTH_BORNEO.TRING
Usun Apau Kenyah,main1275,LONG_ANAP_KENYAH,An.KAYAN_MURIK.LONG_ANAP_KENYAH
Sebop,sebo1238,SEBOP_KENYAH,An.KAYAN_MURIK.SEBOP_KENYAH
Western Penan,west2563,WESTERN_PENAN,An.NORTH_BORNEO.WESTERN_PENAN
West Berawan,west2564,LONG_TERAWAN_BERAWAN,An.NORTH_BORNEO.LONG_TERAWAN_BERAWAN
Central Berawan,cent2098,CENTRAL_BERAWAN,An.NORTH_BORNEO.CENTRAL_BERAWAN
East Berawan,east2486,EAST_BERAWAN,An.NORTH_BORNEO.EAST_BERAWAN
Lelak,lela1246,LELAK,An.NORTH_BORNEO.LELAK
Narom,naro1251,NAROM,An.NORTH_BORNEO.NAROM
Kiput,kipu1237,KIPUT,An.NORTH_BORNEO.KIPUT
Lemeting,bela1260,BELAIT,An.NORTH_BORNEO.BELAIT
Tutong,tuto1241,TUTONG_2,An.NORTH_BORNEO.TUTONG_2
Inabaknon,inab1237,INABAKNON,An.SAMA_BAJAW.INABAKNON
Yakan,yaka1277,YAKAN,An.SAMA_BAJAW.YAKAN
Balangingi,bala1311,BALANGINGI_SAMA,An.SAMA_BAJAW.BALANGINGI_SAMA
Central Sama,cent2092,SAMAL,An.SAMA_BAJAW.SAMAL
Southern Sama,sout2918,SIBUTU_SOUTHERN_SAMA,An.SAMA_BAJAW.SIBUTU_SOUTHERN_SAMA
Pangutaran Sama,pang1291,PANGUTARAN_SAMA,An.SAMA_BAJAW.PANGUTARAN_SAMA
West Coast Bajau,west2560,BAJAU_WEST_COAST,An.SAMA_BAJAW.BAJAU_WEST_COAST
Mapun,mapu1244,MAPUN,An.SAMA_BAJAW.MAPUN
Indonesian Bajau,indo1317,LUWUK_BAJAU,An.SAMA_BAJAW.LUWUK_BAJAU
Indonesian Bajau,indo1317,INDONESIAN_BAJAU,An.SAMA_BAJAW.INDONESIAN_BAJAU
Indonesian Bajau,indo1317,LEMO_BAJAU,An.SAMA_BAJAW.LEMO_BAJAU
Indonesian Bajau,indo1317,LAKARAMBA_BAJAU,An.SAMA_BAJAW.LAKARAMBA_BAJAU
Indonesian Bajau,indo1317,KOLO_BAWAH_BAJAU,An.SAMA_BAJAW.KOLO_BAWAH_BAJAU
Indonesian Bajau,indo1317,KAYUADI_BAJAU,An.SAMA_BAJAW.KAYUADI_BAJAU
Indonesian Bajau,indo1317,PADEI_LAUT_BAJAU,An.SAMA_BAJAW.PADEI_LAUT_BAJAU
Indonesian Bajau,indo1317,LAKONEA_BAJAU,An.SAMA_BAJAW.LAKONEA_BAJAU
Indonesian Bajau,indo1317,KALEROANG_BAJAU,An.SAMA_BAJAW.KALEROANG_BAJAU
Indonesian Bajau,indo1317,LANGARA_LAUT_BAJAU,An.SAMA_BAJAW.LANGARA_LAUT_BAJAU
Indonesian Bajau,indo1317,BOEPINANG_BAJAU,An.SAMA_BAJAW.BOEPINANG_BAJAU
Indonesian Bajau,indo1317,LAURU_BAJAU,An.SAMA_BAJAW.LAURU_BAJAU
Indonesian Bajau,indo1317,LAPULU_BAJAU,An.SAMA_BAJAW.LAPULU_BAJAU
Indonesian Bajau,indo1317,MORAMO_BAJAU,An.SAMA_BAJAW.MORAMO_BAJAU
Indonesian Bajau,indo1317,BAJOE_BAJAU,An.SAMA_BAJAW.BAJOE_BAJAU
Indonesian Bajau,indo1317,ANAIWOI_BAJAU,An.SAMA_BAJAW.ANAIWOI_BAJAU
Indonesian Bajau,indo1317,PITULUA_BAJAU,An.SAMA_BAJAW.PITULUA_BAJAU
Tunjung,tunj1244,TUNJUNG,An.BARITO.TUNJUNG
Siang,sian1254,MURUNG_SIANG,An.BARITO.MURUNG_SIANG
Ot Danum,otda1235,KADORIH,An.BARITO.KADORIH
Siang,sian1254,SIANG,An.BARITO.SIANG
Ngaju,ngaj1237,NGAJU_BAAMANG,An.BARITO.NGAJU_BAAMANG
Ngaju,ngaj1237,KATINGAN,An.BARITO.KATINGAN
Ngaju,ngaj1237,KAPUAS_KAHAYAN,An.BARITO.KAPUAS_KAHAYAN
Ngaju,ngaj1237,NGAJU_PULOPETAK,An.BARITO.NGAJU_PULOPETAK
Ngaju,ngaj1237,NGAJU_OLOH_MANGTANGAI,An.BARITO.NGAJU_OLOH_MANGTANGAI
Lawangan,lawa1257,LAWANGAN,An.BARITO.LAWANGAN
Tawoyan,tawo1243,TAWOYAN,An.BARITO.TAWOYAN
Dusun Deyah,dusu1271,DUSUN_DEYAH,An.BARITO.DUSUN_DEYAH
Paku,paku1239,PAKU,An.BARITO.PAKU
Dusun Witu,dusu1267,DUSUN_WITU,An.BARITO.DUSUN_WITU
Ma'anyan,maan1238,SAMIHIM,An.BARITO.SAMIHIM
Dusun Malang,dusu1269,DUSUN_MALANG,An.BARITO.DUSUN_MALANG
Tandroy Malagasy,tand1256,MALAGASY_TANDROY_2,An.BARITO.MALAGASY_TANDROY_2
Tandroy Malagasy,tand1256,MALAGASY_MAHAFALY,An.BARITO.MALAGASY_MAHAFALY
Tandroy Malagasy,tand1256,MALAGASY_TANDROY_1,An.BARITO.MALAGASY_TANDROY_1
Masikoro Malagasy,masi1268,MALAGASY_MASIKORO_MIARY,An.BARITO.MALAGASY_MASIKORO_MIARY
Tanosy Malagasy,tano1246,MALAGASY_TANOSY_TOLAGNARO,An.BARITO.MALAGASY_TANOSY_TOLAGNARO
Tandroy Malagasy,tand1256,MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE,An.BARITO.MALAGASY_TANDROY_MAHAFALY_AMBOVOMBE
Tandroy Malagasy,tand1256,MALAGASY_TANDROY_MAHAFALY_AMPANIHY,An.BARITO.MALAGASY_TANDROY_MAHAFALY_AMPANIHY
Northern Betsimisaraka Malagasy,nort2890,MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST,An.BARITO.MALAGASY_NORTHERN_BETSIMISARAKA_FENOARIVO_EAST
Northern Betsimisaraka Malagasy,nort2890,MALAGASY_BETSIMISARAKA,An.BARITO.MALAGASY_BETSIMISARAKA
Tsimihety Malagasy,tsim1257,MALAGASY_TSIMIHETY,An.BARITO.MALAGASY_TSIMIHETY
Tsimihety Malagasy,tsim1257,MALAGASY_TSIMIHETY_MANDRITSARA,An.BARITO.MALAGASY_TSIMIHETY_MANDRITSARA
Kibosy Kiantalaotsy-Majunga,bush1250,BUSHI,An.BARITO.BUSHI
Antankarana Malagasy,anta1255,MALAGASY_ANTANKARANA,An.BARITO.MALAGASY_ANTANKARANA
Antankarana Malagasy,anta1255,MALAGASY_ANATANKARANA_ANTALAHA,An.BARITO.MALAGASY_ANATANKARANA_ANTALAHA
Antankarana Malagasy,anta1255,MALAGASY_ANATANKARANA_VOHEMAR,An.BARITO.MALAGASY_ANATANKARANA_VOHEMAR
Antankarana Malagasy,anta1255,MALAGASY_ANATANKARANA_AMBILOBE,An.BARITO.MALAGASY_ANATANKARANA_AMBILOBE
West Malagasy Sakalava,saka1291,MALAGASY_SAKALAVA_AMBANJA,An.BARITO.MALAGASY_SAKALAVA_AMBANJA
West Malagasy Sakalava,saka1291,MALAGASY_SAKALAVA_MAJUNGA,An.BARITO.MALAGASY_SAKALAVA_MAJUNGA
West Malagasy Sakalava,saka1291,MALAGASY_SAKALAVA_MORONDAVA,An.BARITO.MALAGASY_SAKALAVA_MORONDAVA
West Malagasy Sakalava,saka1291,MALAGASY_SAKALAVA_MAINTIRANO,An.BARITO.MALAGASY_SAKALAVA_MAINTIRANO
West Malagasy Sakalava,saka1291,MALAGASY_SAKALAVA_VEZO_TOLIARA,An.BARITO.MALAGASY_SAKALAVA_VEZO_TOLIARA
West Malagasy Sakalava,saka1291,MALAGASY_VEZO,An.BARITO.MALAGASY_VEZO
West Malagasy Sakalava,saka1291,MALAGASY_SAKALAVA_2,An.BARITO.MALAGASY_SAKALAVA_2
West Malagasy Sakalava,saka1291,MALAGASY_SAKALAVA_1,An.BARITO.MALAGASY_SAKALAVA_1
Tesaka Malagasy,tesa1236,MALAGASY_ZAFISORO,An.BARITO.MALAGASY_ZAFISORO
Tesaka Malagasy,tesa1236,MALAGASY_ANTAISAKA,An.BARITO.MALAGASY_ANTAISAKA
Southern Betsimisaraka Malagasy,sout2920,MALAGASY_ANTAMBAHOAKA,An.BARITO.MALAGASY_ANTAMBAHOAKA
Southern Betsimisaraka Malagasy,sout2920,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAIMORO_MANAKARA
Southern Betsimisaraka Malagasy,sout2920,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAMBOHOAKA_MANANJARY
Southern Betsimisaraka Malagasy,sout2920,MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_ANTAISAKA_VANGAINDRANO
Southern Betsimisaraka Malagasy,sout2920,MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_ZAFISIRO_FARAFANGANA
Southern Betsimisaraka Malagasy,sout2920,MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO,An.BARITO.MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO
Plateau Malagasy,plat1254,MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA,An.BARITO.MALAGASY_PLATEAU_SIHANAKA_AMBATONDRAZAKA
Bara Malagasy,bara1369,MALAGASY_BARA_BETROKA,An.BARITO.MALAGASY_BARA_BETROKA
Plateau Malagasy,plat1254,MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA,An.BARITO.MALAGASY_PLATEAU_BETSILEO_FIANARANTSOA
Plateau Malagasy,plat1254,MALAGASY_PLATEAU_MERINA_ANTANANARIVO,An.BARITO.MALAGASY_PLATEAU_MERINA_ANTANANARIVO
Plateau Malagasy,plat1254,MALAGASY_SIHANAKA,An.BARITO.MALAGASY_SIHANAKA
Plateau Malagasy,plat1254,MALAGASY_AMBOSITRA,An.BARITO.MALAGASY_AMBOSITRA
Plateau Malagasy,plat1254,MALAGASY_MERINA,An.BARITO.MALAGASY_MERINA
Bara Malagasy,bara1369,MALAGASY_BARA,An.BARITO.MALAGASY_BARA
Plateau Malagasy,plat1254,MALAGASY_TAIMORO,An.BARITO.MALAGASY_TAIMORO
Plateau Malagasy,plat1254,MALAGASY_FIANARANTSOA,An.BARITO.MALAGASY_FIANARANTSOA
Enggano,engg1245,ENGGANO,An.ENGGANO.ENGGANO
Enggano,engg1245,MALAKONI_ENGGANO,An.ENGGANO.MALAKONI_ENGGANO
Enggano,engg1245,BANJAR_SARI_ENGGANO,An.ENGGANO.BANJAR_SARI_ENGGANO
Bima,bima1247,BIMA,An.CENTRAL_MALAYO_POLYNESIAN.BIMA
Kedang,keda1252,KEDANG,An.CENTRAL_MALAYO_POLYNESIAN.KEDANG
Sika,sika1262,SIKA,An.CENTRAL_MALAYO_POLYNESIAN.SIKA
Lamaholot,lama1277,LAMAHOLOT_ILE_MANDIRI,An.CENTRAL_MALAYO_POLYNESIAN.LAMAHOLOT_ILE_MANDIRI
Peripheral Lembata,lama1278,LAMALERA,An.CENTRAL_MALAYO_POLYNESIAN.LAMALERA
Alorese,alor1247,ALOR_KALABAHI,An.CENTRAL_MALAYO_POLYNESIAN.ALOR_KALABAHI
Alorese,alor1247,ALOR,An.CENTRAL_MALAYO_POLYNESIAN.ALOR
Alorese,alor1247,ALOR_BARAHUSA_KABIR,An.CENTRAL_MALAYO_POLYNESIAN.ALOR_BARAHUSA_KABIR
Manggarai,mang1405,MANGGARAI,An.CENTRAL_MALAYO_POLYNESIAN.MANGGARAI
Palu'e,palu1252,PALUE,An.CENTRAL_MALAYO_POLYNESIAN.PALUE
Ngad'a,ngad1261,NGADHA,An.CENTRAL_MALAYO_POLYNESIAN.NGADHA
Central Ngada,cent2074,SOA,An.CENTRAL_MALAYO_POLYNESIAN.SOA
Li'o,lioo1240,LIO,An.CENTRAL_MALAYO_POLYNESIAN.LIO
Ende,ende1246,ENDE,An.CENTRAL_MALAYO_POLYNESIAN.ENDE
Kéo,keoo1238,KEO,An.CENTRAL_MALAYO_POLYNESIAN.KEO
Dhao,dhao1237,DHAO,An.CENTRAL_MALAYO_POLYNESIAN.DHAO
Hawu,sabu1255,SAVU,An.CENTRAL_MALAYO_POLYNESIAN.SAVU
Kodi,kodi1247,GAURA_NGGAURA,An.CENTRAL_MALAYO_POLYNESIAN.GAURA_NGGAURA
Lamboya,lamb1273,LAMBOYA,An.CENTRAL_MALAYO_POLYNESIAN.LAMBOYA
Wewewa,weje1237,WEJEWA,An.CENTRAL_MALAYO_POLYNESIAN.WEJEWA
Anakalang,anak1240,ANAKALANG,An.CENTRAL_MALAYO_POLYNESIAN.ANAKALANG
Wanukaka,wanu1241,WANUKAKA,An.CENTRAL_MALAYO_POLYNESIAN.WANUKAKA
Wanukaka,wanu1241,BALILEDO,An.CENTRAL_MALAYO_POLYNESIAN.BALILEDO
Wanukaka,wanu1241,PONDOK,An.CENTRAL_MALAYO_POLYNESIAN.PONDOK
Mamboru,mamb1305,MAMBORU,An.CENTRAL_MALAYO_POLYNESIAN.MAMBORU
Kambera,kamb1299,UMBU_RATU_NGGAI_KAMBERA,An.CENTRAL_MALAYO_POLYNESIAN.UMBU_RATU_NGGAI_KAMBERA
Kambera,kamb1299,LEWA_KAMBERA,An.CENTRAL_MALAYO_POLYNESIAN.LEWA_KAMBERA
Kambera,kamb1299,SOUTHERN_KAMBERA,An.CENTRAL_MALAYO_POLYNESIAN.SOUTHERN_KAMBERA
Kambera,kamb1299,KAMBERA,An.CENTRAL_MALAYO_POLYNESIAN.KAMBERA
Manombai,mano1275,MANOMBAI,An.CENTRAL_MALAYO_POLYNESIAN.MANOMBAI
Dobel,dobe1238,DOBEL,An.CENTRAL_MALAYO_POLYNESIAN.DOBEL
Ujir,ujir1237,UJIR,An.CENTRAL_MALAYO_POLYNESIAN.UJIR
West Tarangan,west2538,NGAIBOR,An.CENTRAL_MALAYO_POLYNESIAN.NGAIBOR
West Tarangan,west2538,TARANGAN_BARAT_FERUNI,An.CENTRAL_MALAYO_POLYNESIAN.TARANGAN_BARAT_FERUNI
Kowiai,kowi1239,KOWIAI,An.CENTRAL_MALAYO_POLYNESIAN.KOWIAI
Fordata,ford1242,FORDATA,An.CENTRAL_MALAYO_POLYNESIAN.FORDATA
Kei,keii1239,KEI,An.CENTRAL_MALAYO_POLYNESIAN.KEI
Yamdena,yamd1240,YAMDENA,An.CENTRAL_MALAYO_POLYNESIAN.YAMDENA
Onin,onin1245,ONIN,An.CENTRAL_MALAYO_POLYNESIAN.ONIN
Sekar,seka1247,SEKAR,An.CENTRAL_MALAYO_POLYNESIAN.SEKAR
Uruangnirin,urua1244,URUANGNIRIN,An.CENTRAL_MALAYO_POLYNESIAN.URUANGNIRIN
Dai,daii1240,DAI,An.CENTRAL_MALAYO_POLYNESIAN.DAI
