ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_glottolog,recently_extinct,long_extinct,tip_name
RIANG_BLACK_STRIPED,RIANG_BLACK_STRIPED,rian1261,Riang (Myanmar),ril,Eurasia,20.92,97.55,Austroasiatic,"Austroasiatic,Khasi-Palaung,Palaungic,WestPalaungic,Riang",False,False,AuA.PALAUNG_KHMUIC.RIANG_BLACK_STRIPED
RIANG_WHITE_STRIPED,RIANG_WHITE_STRIPED,rian1261,Riang (Myanmar),ril,Eurasia,20.92,97.55,Austroasiatic,"Austroasiatic,Khasi-Palaung,Palaungic,WestPalaungic,Riang",False,False,AuA.PALAUNG_KHMUIC.RIANG_WHITE_STRIPED
RIANTANA_2,RIANTANA_2,rian1263,Riantana,ran,Papunesia,-7.5,138.5,Kolopom,"Kolopom,Kimaama-Riantana",False,False,Kol.KOLOPOM.RIANTANA_2
RIJA,RIJA,mada1282,Mada (Nigeria),mda,Africa,8.75,8.25,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Ninzic,Rukubic,Mada-Ninzam",False,False,NC.PLATOID.RIJA
RIKBAKTSA,RIKBAKTSA,rikb1245,Rikbaktsa,rkb,South America,-11.83,-57.5,Nuclear-Macro-Je,Nuclear-Macro-Je,False,False,MGe.RIKBAKTSA.RIKBAKTSA
RINZE,RINZE,mada1282,Mada (Nigeria),mda,Africa,8.75,8.25,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Ninzic,Rukubic,Mada-Ninzam",False,False,NC.PLATOID.RINZE
RIRIO,RIRIO,riri1237,Ririo,rri,Papunesia,-6.83,156.9,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,MesoMelanesianlinkage,NewIreland-NorthwestSolomoniclinkage,StGeorgelinkage,NorthwestSolomonic,Choiseul,EastChoiseul",False,False,An.OCEANIC.RIRIO
RITHARNGU,RITHARNGU,rita1239,Ritharrngu,rit,Australia,-12.83,135.5,Pama-Nyungan,"Pama-Nyungan,Yuulngu,SouthernYolngu",False,False,Aus.PAMA_NYUNGAN.RITHARNGU
ROCKY_PEAK,ROCKY_PEAK,iter1241,Iteri,itr,Papunesia,-4.17,141.5,Left May,"LeftMay,WesternLeftMay,Iteri-Bo",False,False,LeM.LEFT_MAY.ROCKY_PEAK
ROGO,ROGO,rogo1238,Rogo,rod,Africa,12.35,6.12,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku,Rogo-Sagamuk-Sama-Sambuga",False,False,NC.KAINJI.ROGO
ROINJI,ROINJI,ronj1237,Ronji,roe,Papunesia,-5.92,146.58,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Ngero-Vitiazlinkage,Vitiazlinkage,Bel-Roinji-Nenaya",False,False,An.OCEANIC.ROINJI
ROLOM,ROLOM,east2333,Eastern Mnong,mng,Eurasia,12.67,108.5,Austroasiatic,"Austroasiatic,Bahnaric,WestBahnaric,SouthBahnaric,Mnong-Stieng-Chrau,Mnong",False,False,AuA.BAHNARIC.ROLOM
ROMA,ROMA,roma1332,Roma,rmm,Papunesia,-7.58,127.4,Austronesian,"Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Luangic-Kisaric,Kisaric",False,False,An.CENTRAL_MALAYO_POLYNESIAN.ROMA
ROMAGNOL_RAVENNATE,ROMAGNOL_RAVENNATE,roma1328,Romagnol,rgn,Eurasia,44.23,11.72,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian,Emiliano-Romagnolo",True,False,IE.ROMANCE.ROMAGNOL_RAVENNATE
ROMANIAN,ROMANIAN,roma1327,Romanian,ron,Eurasia,46.0,25.0,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,NorthernRomanian,EasternRomanian",False,False,IE.ROMANCE.ROMANIAN
ROMANIAN_2,ROMANIAN_2,roma1327,Romanian,ron,Eurasia,46.0,25.0,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,NorthernRomanian,EasternRomanian",False,False,IE.ROMANCE.ROMANIAN_2
ROMANIAN_MEGLENO,ROMANIAN_MEGLENO,megl1237,Megleno-Romanian,ruq,Eurasia,41.12,22.38,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,NorthernRomanian,EasternRomanian",False,False,IE.ROMANCE.ROMANIAN_MEGLENO
ROMANSH_GRISHUN,ROMANSH_GRISHUN,roma1326,Romansh,roh,Eurasia,46.55,9.93,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",False,False,IE.ROMANCE.ROMANSH_GRISHUN
ROMANSH_SURMIRAN,ROMANSH_SURMIRAN,roma1326,Romansh,roh,Eurasia,46.55,9.93,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",False,False,IE.ROMANCE.ROMANSH_SURMIRAN
ROMANSH_SURSILVAN,ROMANSH_SURSILVAN,roma1326,Romansh,roh,Eurasia,46.67,8.83,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",False,False,IE.ROMANCE.ROMANSH_SURSILVAN
ROMANSH_VALLADER,ROMANSH_VALLADER,roma1326,Romansh,roh,Eurasia,46.55,9.93,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",False,False,IE.ROMANCE.ROMANSH_VALLADER
ROMBLOMANON_1,ROMBLOMANON_1,romb1245,Romblomanon,rol,Papunesia,12.42,122.42,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,CentralBisayan",False,False,An.GREATER_CENTRAL_PHILIPPINE.ROMBLOMANON_1
ROMBLOMANON_2,ROMBLOMANON_2,romb1245,Romblomanon,rol,Papunesia,12.42,122.42,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,CentralBisayan",False,False,An.GREATER_CENTRAL_PHILIPPINE.ROMBLOMANON_2
ROMUNGRO_ROMANI,ROMUNGRO_ROMANI,carp1235,Central Romani,rmc,Eurasia,48.67,19.0,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Indo-AryanCentralzone,Romani",False,False,IE.INDIC.ROMUNGRO_ROMANI
RON,RON,roon1237,Roon,rnn,Papunesia,-2.39,134.56,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,CenderawasihBay,Biakic,Biak-Roon",False,False,An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.RON
RONDU_BALTI,RONDU_BALTI,balt1258,Balti,bft,Eurasia,35.0,76.0,Sino-Tibetan,"Sino-Tibetan,Bodic,Bodish,EarlyOldTibetan,WesternArchaicTibetan,Shamskatic",False,False,ST.BODIC.RONDU_BALTI
RONDU_SHINA,RONDU_SHINA,shin1264,Shina,scl,Eurasia,36.0,74.0,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,EasternDardic,NuclearEasternDardic,Shinaic",False,False,IE.INDIC.RONDU_SHINA
RONGA,RONGA,rong1268,Ronga,rng,Africa,-26.0,32.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu,NuclearSouthernBantu,DimsuffixSouthernBantu,Nguni-Tsonga-Copi,Tsonga-Copi,Tswa-Ronga(S.50),Tsongan",False,False,NC.BANTOID.RONGA
RONGPO,RONGPO,rong1264,Rongpo,rnp,Eurasia,30.25,79.58,Sino-Tibetan,"Sino-Tibetan,Bodic,WestHimalayish,EasternWestHimalayish,Central-EasternWestHimalayish",False,False,ST.BODIC.RONGPO
RON_BOKKOS,RON_BOKKOS,ronn1241,Ron,cla,Africa,9.0,8.75,Afro-Asiatic,"Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic",False,False,AA.WEST_CHADIC.RON_BOKKOS
RON_DAFFO_BUTURA,RON_DAFFO_BUTURA,ronn1241,Ron,cla,Africa,9.0,8.75,Afro-Asiatic,"Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic",False,False,AA.WEST_CHADIC.RON_DAFFO_BUTURA
RON_MANGAR,RON_MANGAR,ronn1241,Ron,cla,Africa,9.0,8.75,Afro-Asiatic,"Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic",False,False,AA.WEST_CHADIC.RON_MANGAR
RON_MONGUNA,RON_MONGUNA,ronn1241,Ron,cla,Africa,9.0,8.75,Afro-Asiatic,"Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.4,Ronic",False,False,AA.WEST_CHADIC.RON_MONGUNA
ROR,ROR,kagf1238,Ut-Main,gel,Africa,11.5,4.83,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,NorthwesternKainji,Dukaic,Main-Gwamhi",False,False,NC.KAINJI.ROR
RORIA,RORIA,rori1237,Mores,rga,Papunesia,-15.5,166.8,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,NuclearSanto,SouthSanto",False,False,An.OCEANIC.RORIA
RORO,RORO,waim1251,Waima,rro,Papunesia,-8.75,146.6,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,PapuanTiplinkage,PeripheralPapuanTiplinkage,CentralPapuanOceanic,WestCentralPapuanlinkage,NuclearWestCentralPapuanlinkage",False,False,An.OCEANIC.RORO
ROTOKAS,ROTOKAS,roto1249,Rotokas,roo,Papunesia,-6.0,155.17,North Bougainville,"NorthBougainville,Rotokas-Askopan",False,False,WBg.WEST_BOUGAINVILLE.ROTOKAS
ROTUMAN,ROTUMAN,rotu1241,Rotuman,rtm,Papunesia,-12.5,177.07,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage",False,False,An.OCEANIC.ROTUMAN
ROTUMAN_2,ROTUMAN_2,rotu1241,Rotuman,rtm,Papunesia,-12.5,177.07,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage",False,False,An.OCEANIC.ROTUMAN_2
ROVIANA,ROVIANA,rovi1238,Roviana,rug,Papunesia,-8.25,157.33,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,MesoMelanesianlinkage,NewIreland-NorthwestSolomoniclinkage,StGeorgelinkage,NorthwestSolomonic,NewGeorgia,EastNewGeorgia,Rovianic",False,False,An.OCEANIC.ROVIANA
RUBASA,RUBASA,basa1282,Basa (Nigeria),bzw,Africa,8.0,7.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,Basa",False,False,NC.KAINJI.RUBASA
RUC,RUC,chut1247,Chut,scb,Eurasia,17.9,105.85,Austroasiatic,"Austroasiatic,Vietic,Chutic,EastChutic",False,False,AuA.VIET_MUONG.RUC
RUC_2,RUC_2,chut1247,Chut,scb,Eurasia,17.9,105.85,Austroasiatic,"Austroasiatic,Vietic,Chutic,EastChutic",False,False,AuA.VIET_MUONG.RUC_2
RUH_ABAD_KHORASANI,RUH_ABAD_KHORASANI,khor1269,Khorasan Turkic,kmz,Eurasia,36.1,58.95,Turkic,"Turkic,CommonTurkic,Oghuz,NuclearOghuz,EastOghuz",False,False,Alt.TURKIC.RUH_ABAD_KHORASANI
RUKAI,RUKAI,ruka1240,Rukai,dru,Papunesia,22.83,120.8,Austronesian,Austronesian,False,False,An.RUKAI.RUKAI
RUKUL,RUKUL,boru1244,Bo-Rukul,mae,Africa,8.92,8.92,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,SoutheasternBenue-CongoPlateau",False,False,NC.PLATOID.RUKUL
RUMAI,RUMAI,ruma1248,Rumai Palaung,rbb,Eurasia,23.0,96.67,Austroasiatic,"Austroasiatic,Khasi-Palaung,Palaungic,WestPalaungic",False,False,AuA.PALAUNG_KHMUIC.RUMAI
RUMSEN,RUMSEN,muts1243,Mutsun,css,North America,37.0,-122.0,Miwok-Costanoan,"Miwok-Costanoan,Costanoan,SouthernCostanoan",True,False,Pen.COSTANOAN.RUMSEN
RUMU,RUMU,rumu1243,Rumu,klq,Papunesia,-7.17,144.25,Turama-Kikori,Turama-Kikori,False,False,TuK.TURAMA_KIKORIAN.RUMU
RUNGA,RUNGA,rung1258,Runga,rou,Africa,10.33,21.0,Maban,"Maban,Mabang,Runga-Kibet",False,False,Mab.MABAN.RUNGA
RUNYANKORE,RUNYANKORE,nyan1307,Nyankole,nyn,Africa,-0.5,30.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WestNyanza,Rutara,NorthRutara,Nkore-Kiga-Nyoro-Tooro,Nkore-Kiga",False,False,NC.BANTOID.RUNYANKORE
RUNYANKORE_RUKIGA,RUNYANKORE_RUKIGA,nyan1307,Nyankole,nyn,Africa,-0.5,30.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WestNyanza,Rutara,NorthRutara,Nkore-Kiga-Nyoro-Tooro,Nkore-Kiga",False,False,NC.BANTOID.RUNYANKORE_RUKIGA
RUNYORO_RUTOORO,RUNYORO_RUTOORO,nyor1246,Nyoro,nyo,Africa,1.5,31.33,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WestNyanza,Rutara,NorthRutara,Nkore-Kiga-Nyoro-Tooro,Nyoro-Tooro",False,False,NC.BANTOID.RUNYORO_RUTOORO
RURUTUAN,RURUTUAN,aust1304,Austral,aut,Papunesia,-22.45,-151.34,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage,TokalauFijian,Polynesian,NuclearPolynesian,NorthernOutlierPolynesian-EastPolynesian,SolomonsNorthernOutlierPolynesian-EastPolynesian,CentralNorthernOutlierPolynesian-EastPolynesian,EastPolynesian,EastPolynesianProximal,SouthernEastPolynesianProximal,Tahitian-Austral",False,False,An.OCEANIC.RURUTUAN
RUSSIAN,RUSSIAN,russ1263,Russian,rus,Eurasia,56.0,38.0,Indo-European,"Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,EastSlavic",False,False,IE.SLAVIC.RUSSIAN
RUTOORO,RUTOORO,toor1238,Tooro,ttj,Africa,0.5,30.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WestNyanza,Rutara,NorthRutara,Nkore-Kiga-Nyoro-Tooro,Nyoro-Tooro",False,False,NC.BANTOID.RUTOORO
RUTUL,RUTUL,rutu1240,Rutul,rut,Eurasia,41.5,47.42,Nakh-Daghestanian,"Nakh-Daghestanian,Daghestanian,Lezgic,Samur,WesternSamur",False,False,NDa.LEZGIC.RUTUL
RUUMBU_KIMWAANSA,RUUMBU_KIMWAANSA,teke1274,Teke-Fuumu,ifm,Africa,-3.67,15.33,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie",False,False,NC.BANTOID.RUUMBU_KIMWAANSA
RUUND,RUUND,ruun1238,Ruund,rnd,Africa,-10.17,22.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila,Chokwe-Lunda,Ruund-Salampasu,Lunda-Ruund-Kete,Ruund-Kete",False,False,NC.BANTOID.RUUND
RWANDA,RWANDA,kiny1244,Kinyarwanda,kin,Africa,-2.0,30.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu,Kivu,WestHighlandsKivu",False,False,NC.BANTOID.RWANDA
RWANDA_KIGOYI,RWANDA_KIGOYI,kiny1244,Kinyarwanda,kin,Africa,-2.0,30.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu,Kivu,WestHighlandsKivu",False,False,NC.BANTOID.RWANDA_KIGOYI
RWANDA_RERA,RWANDA_RERA,kiny1244,Kinyarwanda,kin,Africa,-2.0,30.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu,Kivu,WestHighlandsKivu",False,False,NC.BANTOID.RWANDA_RERA
RWANDA_TWA_KINIGI,RWANDA_TWA_KINIGI,kiny1244,Kinyarwanda,kin,Africa,-2.0,30.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu,Kivu,WestHighlandsKivu",False,False,NC.BANTOID.RWANDA_TWA_KINIGI
S41_XHOSA,S41_XHOSA,xhos1239,Xhosa,xho,Africa,-32.0,27.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu,NuclearSouthernBantu,DimsuffixSouthernBantu,Nguni-Tsonga-Copi,Nguni(S.40),NuclearNguni,SouthernNdebele-Lowland",False,False,NC.BANTOID.S41_XHOSA
S43_SWATI,S43_SWATI,swat1243,Swati,ssw,Africa,-26.5,31.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu,NuclearSouthernBantu,DimsuffixSouthernBantu,Nguni-Tsonga-Copi,Nguni(S.40),NuclearNguni,SouthernNdebele-Lowland,Swatic",False,False,NC.BANTOID.S43_SWATI
S44_NDEBELE_ZIMBABWE,S44_NDEBELE_ZIMBABWE,nort2795,Zimbabwean Ndebele,nde,Africa,-20.0,29.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,SouthernBantu,NuclearSouthernBantu,DimsuffixSouthernBantu,Nguni-Tsonga-Copi,Nguni(S.40),NuclearNguni,SouthernNdebele-Lowland,Swatic",False,False,NC.BANTOID.S44_NDEBELE_ZIMBABWE
SA,SA,saaa1241,Sa,sax,Papunesia,-16.0,168.2,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,SouthPentecost",False,False,An.OCEANIC.SA
SAA,SAA,saaa1240,Sa'a,apb,Papunesia,-9.62,161.5,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Longgu-Malaita-Makira,Malaita-Makira",False,False,An.OCEANIC.SAA
SAABAN,SAABAN,saba1265,Sa'ban,snv,Papunesia,3.67,115.67,Austronesian,"Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Dayic",False,False,An.NORTH_BORNEO.SAABAN
SAANICH,SAANICH,stra1244,Northern Straits Salish,str,North America,48.35,-123.25,Salishan,"Salishan,CoastSalish,CentralSalish,StraitsSalish",False,False,Sal.CENTRAL_SALISH.SAANICH
SAAROA,SAAROA,saar1237,Saaroa,sxr,Papunesia,23.17,120.8,Austronesian,"Austronesian,Tsouic,Kanakanavu-Saaroa",False,False,An.TSOU.SAAROA
SABA,SABA,saba1276,Saba,saa,Africa,11.33,18.42,Afro-Asiatic,"Afro-Asiatic,Chadic,EastChadic,EastChadicB,EastChadicB.3,Sokoroic,Saba-Sokoro-Tamki",False,False,AA.EAST_CHADIC.SABA
SABALE,SABALE,west2600,West Makian,mqs,Papunesia,0.5,127.58,North Halmahera,NorthHalmahera,False,False,WP.NORTH_HALMAHERAN.SABALE
SABANE,SABANE,saba1268,Sabanê,sae,South America,-13.1,-60.6,Nambiquaran,Nambiquaran,False,False,Nam.NAMBIKUARAN.SABANE
SABAOT,SABAOT,saba1262,Sabaot,spy,Africa,1.0,34.75,Nilotic,"Nilotic,SouthernNilotic,Kalenjin,Elgon-MauKalenjin",False,False,ESu.NILOTIC.SABAOT
SABEAN,SABEAN,saba1279,Sabaic,xsa,Eurasia,15.42,45.35,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Sayhadic",False,True,AA.SEMITIC.SABEAN
SABERI,SABERI,isir1237,Isirawa,srl,Papunesia,-1.83,138.5,Greater Kwerba,GreaterKwerba,False,False,Kwe.KWERBA.SABERI
SABUM,SABUM,sabu1253,Sabüm,sbo,Eurasia,4.0,102.5,Austroasiatic,"Austroasiatic,Aslian,Central-NorthernAslian,Senoic,Lanoh-Semnam-Temiar,Lanoh-Semnam,Lanohic",True,False,AuA.ASLIAN.SABUM
SACAPULTECO_SACAPULAS_CENTRO,SACAPULTECO_SACAPULAS_CENTRO,saca1238,Sacapulteco,quv,North America,15.27,-91.08,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterQuichean,CoreQuichean",False,False,May.MAYAN.SACAPULTECO_SACAPULAS_CENTRO
SADAN,SADAN,tora1261,Toraja-Sa'dan,sda,Papunesia,-3.0,119.75,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,NorthernSouthSulawesi,Toraja-Duri,Torajic",False,False,An.SOUTH_SULAWESI.SADAN
SADRI,SADRI,sadr1248,Sadri,sck,Eurasia,19.42,83.56,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Bihari,Magadhan,Sadanic,Sadri-Panchpargania,India-Nepal-BangladeshSadri",False,False,IE.INDIC.SADRI
SAEK,SAEK,saek1240,Saek,skb,Eurasia,17.42,104.75,Tai-Kadai,"Tai-Kadai,Kam-Tai,Daic-Beic,Daic,NorthernDaic-Sek",False,False,TK.KAM_TAI.SAEK
SAEK_2,SAEK_2,saek1240,Saek,skb,Eurasia,17.42,104.75,Tai-Kadai,"Tai-Kadai,Kam-Tai,Daic-Beic,Daic,NorthernDaic-Sek",False,False,TK.KAM_TAI.SAEK_2
SAEK_3,SAEK_3,saek1240,Saek,skb,Eurasia,17.42,104.75,Tai-Kadai,"Tai-Kadai,Kam-Tai,Daic-Beic,Daic,NorthernDaic-Sek",False,False,TK.KAM_TAI.SAEK_3
SAEP,SAEP,saep1240,Saep,spd,Papunesia,-5.65,146.05,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Madang,RaiCoast,GreaterYaganon,Yaganon,Ganglau-Saep",False,False,TNG.MADANG.SAEP
SAFALIBA,SAFALIBA,safa1243,Safaliba,saf,Africa,9.0,-2.55,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Oti-VoltaOccidental,NuclearOti-VoltaOccidental,NorthwestOti-Volta,Safaliba-Dagaare",False,False,NC.GUR.SAFALIBA
SAFEN,SAFEN,saaf1238,Saafi-Saafi,sav,Africa,14.75,-17.12,Atlantic-Congo,"Atlantic-Congo,Cangin,Saafi-Noon-Lehar",False,False,NC.NORTHERN_ATLANTIC.SAFEN
SAGADIN_TSEZ,SAGADIN_TSEZ,dido1241,Tsez,ddo,Eurasia,42.39,45.92,Nakh-Daghestanian,"Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Tsezic,WestTsezic",False,False,NDa.AVAR_ANDIC_TSEZIC.SAGADIN_TSEZ
SAGAKAKAN,SAGAKAKAN,koya1253,Koyaga,kga,Africa,8.42,-6.17,Mande,"Mande,WesternMande,Manding-Kpelle,CentralMande,Manding-Jogo,Manding-Vai,Manding-Mokole,Manding,EastManding,Maninka-Mori,Koro-Koyaga",False,False,Man.WESTERN_MANDE.SAGAKAKAN
SAGHALA,SAGHALA,saga1262,Sagalla,tga,Africa,-3.58,38.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,Kilimanjaro-Taita,Taita-Sagalla",False,False,NC.BANTOID.SAGHALA
SAHO,SAHO,saho1246,Saho,ssy,Africa,14.75,39.75,Afro-Asiatic,"Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,Saho-Afar",False,False,AA.LOWLAND_EAST_CUSHITIC.SAHO
SAHO_2,SAHO_2,saho1246,Saho,ssy,Africa,14.75,39.75,Afro-Asiatic,"Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,Saho-Afar",False,False,AA.LOWLAND_EAST_CUSHITIC.SAHO_2
SAHU,SAHU,sahu1245,Sahu,saj,Papunesia,1.17,127.5,North Halmahera,"NorthHalmahera,NorthernNorthHalmahera,Sahuan,NuclearSahuan,Sahu-Waioli",False,False,WP.NORTH_HALMAHERAN.SAHU
SAISIYAT,SAISIYAT,sais1237,Saisiyat,xsy,Papunesia,24.58,121.1,Austronesian,"Austronesian,NorthwestFormosan",False,False,An.NORTHWEST_FORMOSAN.SAISIYAT
SAKATA,SAKATA,saka1287,Sakata,skt,Africa,-3.0,18.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,Kwa-KasaiNorth,Sakata-Tiinic",False,False,NC.BANTOID.SAKATA
