entry_id,entry_name,entrytag_name,tip_assigned,asjp_id,glottolog_id,glottolog_name,tip_coder,tip_confidence
994,"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",Classical Syriac,AA.SEMITIC.CLASSICAL_SYRIAC,CLASSICAL_SYRIAC,clas1252,Classical Syriac,Willis Monroe,good
997,Ancient Egypt - Early Dynastic Period,Archaic Egyptian,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,MIDDLE_EGYPTIAN,,,Willis Monroe,perfect
1004,Religion in Roman Ostia,Biblical Hebrew,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,perfect
1006,Ancient Egypt - Old Kingdom,Old Egyptian,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,MIDDLE_EGYPTIAN,,,Willis Monroe,perfect
1010,Pythagoreanism,Late Latin,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1011,Kingdom of Edom,Edomite,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244,Ancient Hebrew,Willis Monroe,medium
1013,Estado da Índia Renegades in Deccan,Indo-Portuguesic,IE.ROMANCE.PORTUGUESE,PORTUGUESE,port1283,Portuguese,Willis Monroe,medium
1028,German Pietists (Hasidei Ashkenaz),Biblical Hebrew,IE.GERMANIC.YIDDISH_WESTERN,YIDDISH_WESTERN,west2361,Western Yiddish,Willis Monroe,medium
1037,Third Intermediate Period in Ancient Egypt,Late Egyptian,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,MIDDLE_EGYPTIAN,,,Willis Monroe,perfect
1038,Sino-Muslims in Qing China,Classical-Middle-Modern Sinitic,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,medium
1041,Korean Catholicism,Korean,Kor.KOREAN.KOREAN,KOREAN,kore1280,Korean,Willis Monroe,perfect
1043,Islam in Aceh,Acehnese,An.MALAYO_SUMBAWAN.ACEH,ACEH,achi1257,Acehnese,Willis Monroe,perfect
1044,Han Imperial Cult under Emperor Wu,Classical-Middle-Modern Sinitic,ST.CHINESE.OLD_CHINESE,OLD_CHINESE,oldc1244,Old Chinese,Matthew Hamm,medium
1051,Religion at Tell el-Dab'a (ancient Avaris) in Ancient Egypt,Canaanite,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244,Ancient Hebrew,Willis Monroe,poor
1060,The Taizhou Movement,Classical-Middle-Modern Sinitic,ST.CHINESE.SUZHOU_WU,SUZHOU_WU,wuch1236,Wu Chinese,Matthew Hamm,poor
1069,Religion at Deir el-Medina,Late Egyptian,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,MIDDLE_EGYPTIAN,,,Willis Monroe,perfect
1071,Digital Shinto Communities,Portuguese,Jap.JAPANESE.JAPANESE,JAPANESE,nucl1643,Japanese,Willis Monroe,perfect
1076,Inquisitors of Goa's Santo Ofício,Indo-Portuguesic,IE.ROMANCE.PORTUGUESE,PORTUGUESE,port1283,Portuguese,Willis Monroe,good
1083,Drukpa Kagyü School (Bhutan),Classical Tibetan,ST.BODIC.TIBETAN_WRITTEN,TIBETAN_WRITTEN,tibe1272,Tibetan,Edward Slingerland,medium
1087,The Bogomils,Bulgarian,IE.SLAVIC.BULGARIAN,BULGARIAN,bulg1262,Bulgarian,Willis Monroe,good
1127,Anglican Church of Korea,Korean,Kor.KOREAN.KOREAN,KOREAN,kore1280,Korean,Willis Monroe,perfect
1129,Ancient Thessalians,Ionic-Attic Ancient Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1134,Tiantai,Classical-Middle-Modern Sinitic,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Matthew Hamm,poor
1136,The Fellowship of Goodness 同善社 (Tongshanshe),Mandarin Chinese,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Willis Monroe,good
1140,Early Medieval Confucianism,Classical-Middle-Modern Sinitic,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,good
1154,The Cult of the Fox,Classical-Middle-Modern Sinitic,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Matthew Hamm,medium
1162,Lingbao dafa,Classical-Middle-Modern Sinitic,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,medium
1172,Twofold Mystery (Chongxuan 重玄),Classical-Middle-Modern Sinitic,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Matthew Hamm,medium
1178,Modern Mystery School (MMS),Brazilian Portuguese,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,perfect
1180,Batak Traditional Religions,Batak Angkola,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_ANGKOLA,BATAK_ANGKOLA,bata1290,Batak Angkola,Willis Monroe,good
1191,Religion in Greco-Roman Alexandria,Biblical Hebrew,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1192,Kaharingan,Ma'anyan,An.BARITO.KATINGAN,KATINGAN,ngaj1237,Ngaju,Willis Monroe,medium
1196,K’iche’ (Quiché),K'iche',May.MAYAN.CENTRAL_QUICHE,CENTRAL_QUICHE,kich1262,K'iche',Willis Monroe,medium
1199,Tiv,Tiv,NC.BANTOID.TIV_1,TIV_1,tivv1240,Tiv,Willis Monroe,good
1210,Mende,Mende (Sierra Leone),Man.WESTERN_MANDE.MENDE,MENDE,mend1266,Mende (Sierra Leone),Willis Monroe,good
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Mongolian,Alt.MONGOLIC.MONGOLIAN,MONGOLIAN,halh1238,Halh Mongolian,Edward Slingerland,good
1223,Toda,Toda,Dra.SOUTHERN_DRAVIDIAN.TODA,TODA,toda1252,Toda,Willis Monroe,good
1227,Polytheistic Pre-Islamic South Arabia,Sabaic,AA.SEMITIC.SABEAN,SABEAN,saba1279,Sabaic,Willis Monroe,good
1229,Three Self Patriotic Movement (TSPM),Mandarin Chinese,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Willis Monroe,good
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Mandarin Chinese,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Willis Monroe,good
1234,Ashanti,Twi,NC.KWA.TWI_ASANTE,TWI_ASANTE,akan1250,Akan,Willis Monroe,good
1241,Taiping 太平 Movement,Classical-Middle-Modern Sinitic,ST.CHINESE.HAKKA,HAKKA,hakk1236,Hakka Chinese,Matthew Hamm,medium
1246,Shilluk,Shilluk,ESu.NILOTIC.SHILLUK,SHILLUK,shil1265,Shilluk,Willis Monroe,good
1247,Exovedate,French,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,medium
1248,Religion in the Old Assyrian Period,Old Assyrian,AA.SEMITIC.AKKADIAN,AKKADIAN,akka1240,Akkadian,Willis Monroe,perfect
1249,Cult of the Egyptian Gods at Demetrias,Macedonian Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1250,Hanbalism,Arabic,AA.SEMITIC.IRAQ_MUSLIM_BAGHDAD_ARABIC,IRAQ_MUSLIM_BAGHDAD_ARABIC,meso1252,Gilit Mesopotamian Arabic,Julian Weideman,medium
1258,Religion in Judah,Biblical Hebrew,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244,Ancient Hebrew,Willis Monroe,perfect
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",Classical-Middle-Modern Sinitic,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Matthew Hamm,poor
1268,Monotheistic Pre-Islamic South Arabia,Qatabanian,AA.SEMITIC.SABEAN,SABEAN,saba1279,Sabaic,Willis Monroe,good
1279,Mandarese Muslims,Arabic,An.SOUTH_SULAWESI.MANDAR,MANDAR,mand1442,Mandar,Willis Monroe,good
1281,Otoro Nuba,Arabic,Krd.HEIBAN.UTORO,UTORO,otor1240,Otoro,Willis Monroe,good
1283,Butonese Muslims,Wolio,An.CELEBIC.WOLIO,WOLIO,woli1241,Wolio,Willis Monroe,medium
1289,Buginese Muslims,Buginese,An.SOUTH_SULAWESI.BUGINESE,BUGINESE,bugi1244,Buginese,Willis Monroe,good
1291,Mañjuśrī Devotionalism,,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,medium
1295,Donatism,Late Latin,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,good
1299,Russians (of Viriatino Village),Russian,IE.SLAVIC.RUSSIAN,RUSSIAN,russ1263,Russian,Willis Monroe,perfect
1300,"Enlace de Agentes de Pastoral Indígena (EAPI, Network of Indigenous Ministry Agents)",Mexican Spanish,IE.ROMANCE.SPANISH,SPANISH,stan1288,Spanish,Willis Monroe,perfect
1303,Emar: A Hittite Vassal in Late Bronze Age Syria,Akkadian,AA.SEMITIC.AKKADIAN,AKKADIAN,akka1240,Akkadian,Willis Monroe,good
1304,Peyote Religion (Peyotism) and the Native American Church,North American English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
1307,Southern Baptists,North American English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,perfect
1311,Jehovah's Witnesses,,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,perfect
1321,Mourides (Muridiyya),French,NC.NORTHERN_ATLANTIC.WOLOF,WOLOF,nucl1347,Wolof,Willis Monroe,medium
1323,Luguru,Luguru,NC.BANTOID.LUGURU,LUGURU,lugu1238,Luguru,Willis Monroe,good
1333,Cult of Thecla,Classical Syriac,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1335,Congregation of the Oratory,Latin,IE.ROMANCE.ITALIAN,ITALIAN,ital1282,Italian,Willis Monroe,perfect
1337,Tell Afis (Syria),Old Aramaic (up to 700 BCE),AA.SEMITIC.AMEDYA_ARAMAIC,AMEDYA_ARAMAIC,assy1241,Assyrian Neo-Aramaic,Willis Monroe,good
1340,International Sivananda Yoga Vedanta Centers,French,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
1344,Tibetan Nonsectarianism (ris med),Tibetan,ST.BODIC.TIBETAN_WRITTEN,TIBETAN_WRITTEN,tibe1272,Tibetan,Willis Monroe,good
1348,Disability-focused Christianity for Palestinians,Modern Hebrew,AA.SEMITIC.PALESTINIAN_ARABIC,PALESTINIAN_ARABIC,sout3123,South Levantine Arabic,Willis Monroe,perfect
1349,The Dingxiang Wang Cult,Classical-Middle-Modern Sinitic,ST.CHINESE.XIANG,XIANG,xian1251,Xiang Chinese,Matthew Hamm,medium
1352,Śākadvīpīya Brāhmaṇas,Sanskrit,IE.INDIC.SANSKRIT,SANSKRIT,sans1269,Sanskrit,Willis Monroe,good
1369,Astronomers in Babylon,Late Babylonian,AA.SEMITIC.AKKADIAN,AKKADIAN,akka1240,Akkadian,Willis Monroe,perfect
1370,Teda,French,Sah.WESTERN_SAHARAN.TEDAGA,TEDAGA,teda1241,Tedaga,Willis Monroe,perfect
1371,Twelver Shi'ism in post-revolutionary Iran,Western Farsi,IE.IRANIAN.PERSIAN,PERSIAN,west2369,Western Farsi,Willis Monroe,perfect
1374,The Reformed Church (Early Orthodoxy),Middle French,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,medium
1376,African Initiated Churches,Zulu,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,medium
1386,Liumen (Liu School),Classical-Middle-Modern Sinitic,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Matthew Hamm,medium
1390,Eastern Apache,Jicarilla Apache,NDe.ATHAPASKAN.LIPAN,LIPAN,lipa1241,Lipan Apache,Willis Monroe,medium
1392,Messalians,Classical Syriac,AA.SEMITIC.CLASSICAL_SYRIAC,CLASSICAL_SYRIAC,clas1252,Classical Syriac,Willis Monroe,good
1396,Ptolemaic Egypt - Egyptian Religion,Koineic Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1397,The Classic Period Peripheral Coastal Lowlands Ritual Ballgame Cult,Zapotec,OM.POPOLOCAN.SAN_JUAN_CHIQUIHUITLAN,SAN_JUAN_CHIQUIHUITLAN,chiq1250,Chiquihuitlán Mazatec,Diana Moreiras,poor
1400,The Buddhist Nuns of 4th - 6th century China,Literary Chinese,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,medium
1409,Formative Olmec,Mixe-Zoque,MZ.MIXE_ZOQUE.LOWLAND_MIXE,LOWLAND_MIXE,coat1238,Coatlán Mixe,Willis Monroe,poor
1412,Tenrikyo,Japanese,Jap.JAPANESE.JAPANESE,JAPANESE,nucl1643,Japanese,Willis Monroe,perfect
1415,Anomeans,Medieval Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1419,Ancient Egyptian Religion in the Early 18th Dynasty,Late Egyptian,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,MIDDLE_EGYPTIAN,,,Willis Monroe,perfect
1420,Creek,Mikasuki,Mus.MUSKOGEAN.CREEK,CREEK,cree1270,Creek,Willis Monroe,good
1426,Early Missionary Christianity in China,Classical-Middle-Modern Sinitic,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Matthew Hamm,poor
1433,Novatians,,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Matthew Hamm,good
1434,Kuna,Kuna,Chi.KUNA.CUNA,CUNA,bord1248,Border Kuna,Willis Monroe,good
1436,The Monastic School of Gaza,Semitic,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,medium
1441,Mexica (Aztec) Religion,Aztec,UA.AZTECAN.CLASSICAL_NAHUATL,CLASSICAL_NAHUATL,clas1250,Classical Nahuatl,Diana Moreiras,medium
1450,Tehuelche,Latin American Spanish,Chn.CHON_PROPER.TEHUELCHE,TEHUELCHE,tehu1242,Tehuelche,Willis Monroe,good
1454,Hesychastic Controversy,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1468,Eastern Christianity From Nicaea to Chalcedon,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1474,Amahuaca,Yaminahua,Pan.PANOAN.AMAHUACA,AMAHUACA,amah1246,Amahuaca,Willis Monroe,good
1492,Nambicuara,Nambiquaran,Nam.NAMBIKUARAN.NAMBIKWARA,NAMBIKWARA,sout2994,Southern Nambikuára,Edward Slingerland,good
1495,Secular Buddhists,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
1511,Sokoto,Hausa,AA.WEST_CHADIC.HAUSA,HAUSA,haus1257,Hausa,Willis Monroe,good
1517,Tunisian Women's Associations,French,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,good
1521,Order of the Hermits of St Augustine (Augustinian friars),Latin,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,medium
1522,Tijaniyya Tariqa الطريقة التجانية,Arabic,AA.SEMITIC.ARABIC_QURANIC,ARABIC_QURANIC,stan1318,Standard Arabic,Willis Monroe,medium
1544,Ukrainian Greek Catholic Church,Ukrainian,IE.SLAVIC.UKRAINIAN,UKRAINIAN,ukra1253,Ukrainian,Willis Monroe,good
1555,Al-Ahbash الأحباش,Arabic,AA.SEMITIC.ARABIC_QURANIC,ARABIC_QURANIC,stan1318,Standard Arabic,Willis Monroe,medium
1570,Tamil Muslims,English,Dra.SOUTHERN_DRAVIDIAN.TAMIL,TAMIL,tami1289,Tamil,Willis Monroe,good
1574,Household religion at Ur,Old Akkadian,AA.SEMITIC.AKKADIAN,AKKADIAN,akka1240,Akkadian,Willis Monroe,perfect
1619,"Saint Nicholas ""Maroulenas"", Kastania, southern Greece, byzantine church",Middle Assyrian,IE.GREEK.GREEK,GREEK,mode1248,Modern Greek,Willis Monroe,medium
1621,"Saint Spyridon,Kardamyli, southern Greece, postbyzantine church",Neo-Assyrian,IE.GREEK.GREEK,GREEK,mode1248,Modern Greek,Willis Monroe,medium
1624,Neo-Assyrian Healers (āšipu/mašmaššu-exorcists),Neo-Assyrian,AA.SEMITIC.AKKADIAN,AKKADIAN,akka1240,Akkadian,Willis Monroe,perfect
1626,The Cult of Maritime Hera,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1627,Mount Putuo 普陀山,Classical-Middle-Modern Sinitic,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Matthew Hamm,medium
1636,The second phase of the Iconoclastic Controversy,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1653,Visigothic Homoian Christianity,,IE.GERMANIC.GOTHIC,GOTHIC,goth1244,Gothic,Willis Monroe,good
1654,Le Parti du Mouvement de La Nahda حزب حركة النهضة,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,good
1667,Medérsiens,,IE.ROMANCE.FRENCH,FRENCH,stan1290,French,Willis Monroe,good
1677,Royal Hittite Religion,Old Aramaic (up to 700 BCE),IE.ANATOLIAN.HITTITE,HITTITE,hitt1242,Hittite,Willis Monroe,perfect
1689,The Isma'ilis in the Ottoman Empire,Arabic,AA.SEMITIC.SYRIAN_ARABIC,SYRIAN_ARABIC,nort3139,Levantine Arabic,Julian Weideman,medium
1690,Christianity in Byzantium: between the end of Iconoclasm and the Schism,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1694,Christianity in Byzantium: Between the Schism and the Fourth Crusade,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1697,Stylite Monks,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1701,The Premonstratensian Order in the Middle Ages,,IE.ROMANCE.FRENCH,FRENCH,stan1290,French,Willis Monroe,good
1708,الإباضية  Al-Ibadia,Arabic,AA.SEMITIC.ARABIC_GULF_SPOKEN,ARABIC_GULF_SPOKEN,gulf1241,Gulf Arabic,Julian Weideman,medium
1734,Cupisnique Culture Religion,Unknown,,,,,Willis Monroe,
1737,الإمامية Al-Imamia,Classical-Middle-Modern Sinitic,IE.IRANIAN.EASTERN_FARSI,EASTERN_FARSI,dari1249,Dari,Willis Monroe,medium
1759,الطريقة الشاذلية = Attarika Achadoulia,Arabic,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Julian Weideman,medium
1776,الطريقة القادرية في البلاد التونسية The Qadiriyya Order in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Julian Weideman,good
1777,الطريقة التّيجانية بالبلاد التونسية The Tijaniyya Order in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Julian Weideman,good
1780,الطريقة الشاذلية في تونس The Shadhiliyya Order in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Julian Weideman,good
1781,المذهب الشيعي في تونس The Shiʿi madhhab in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Julian Weideman,good
1791,"الطريقة القادرية في بغداد: فترة التأسيس ق12 Attarika Al Qadiria à Bagdad: la période fondatrice, le XIIe siècle",Arabic,AA.SEMITIC.IRAQ_MUSLIM_BAGHDAD_ARABIC,IRAQ_MUSLIM_BAGHDAD_ARABIC,meso1252,Gilit Mesopotamian Arabic,Julian Weideman,good
1820,"Cherubim and Seraphim Church Unification, Campus Fellowship",,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,medium
1829,Cherubim and Seraphim Unification Church of Nigeria (C&SUCN),,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,medium
1835,"The Cherubim and Seraphim Church of Zion, Ugbonla",,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,medium
1845,Benedictine Order in Denmark,,IE.GERMANIC.DANISH,DANISH,dani1285,Danish,Willis Monroe,perfect
1869,IFA RELIGIOUS GROUP IN ILE- IFE,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
1872,"The Holy Apostles Community, Ayetoro",,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
1897,"The Episcopal Church of Cherubim and Seraphim, Zion Pepe",,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
1903,The 'Abbāsids,Arabic,AA.SEMITIC.SYRIAN_ARABIC,SYRIAN_ARABIC,nort3139,Levantine Arabic,Julian Weideman,medium
1904,الطريقة القادرية في تونس القرن  19 و20   =  L'ordre Qadiri en Tunisie aux XIXe et XXe siècles,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Julian Weideman,good
1908,"Buddhist Traders in the Chinese Quarter in Hakata, Japan",Japanese,Jap.JAPANESE.JAPANESE,JAPANESE,nucl1643,Japanese,Willis Monroe,medium
1918,Contemporary Neo-Confucianism 當代新儒家,Middle-Modern Sinitic,ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese,Willis Monroe,good
1938,Bahai religion,,IE.IRANIAN.PERSIAN,PERSIAN,west2369,Western Farsi,Willis Monroe,good
1940,"The Holy Apostles Community, Ori-Oke Iwamimo",,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
1943,Cult of Gauchito Gil,,IE.ROMANCE.SPANISH,SPANISH,stan1288,Spanish,Willis Monroe,perfect
1961,"Grace Covenant Centre, Ado-Ekiti",,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
1962,Huayan School 華嚴宗,,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese,Willis Monroe,good
1966,Cherubim & Seraphim Movement Church (Worldwide) Ayo Ni O,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
1972,Shepherding Movement,Classical Indo-European,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,perfect
1974,"Chapel of Grace, Ile-Ife",English,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
1978,"The Dharmalakshana Buddhist Institute 佛教法相學會, Hong Kong",Cantonese,ST.CHINESE.CANTONESE,CANTONESE,yuec1235,Yue Chinese,Willis Monroe,good
1983,Early Byzantine Asceticism,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1985,Christianity in Antioch. From the Apostolic Era to the Islamic conquest,Arabic,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1989,Iron Age Celtic Spain and Portugal (Celtiberia),Indo-European,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,poor
1993,Ancient Boeotians,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,good
1994,Nigeria Fellowship of Evangelical Students (NIFES),English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2000,"The Community Church of Apostles Nigeria and Oversea (COCANO), Ajegunle",Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2003,Nigerian Baptist Convention,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2006,New Life for All Nations Ministries,English,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2009,Ancient Arcadians,Greek,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242,Ionic-Attic Ancient Greek,Willis Monroe,perfect
2010,Bektashi Tarika,Greek,Alt.TURKIC.TURKISH,TURKISH,nucl1301,Turkish,Willis Monroe,medium
2011,Scripture Union Nigeria,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2016,الدولة الفاطمية Fatimid Dynasty,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2021,The United Missionary Church of Africa,English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2023,الدولة الزيرية Zirid Dynasty,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2038,"Cathars, Catharism, Albigenses, Albigensians, Cathari, Catharistae, ""Pure Christians""",Unknown,IE.ROMANCE.LATIN,LATIN,lati1261,Latin,Willis Monroe,medium
2048,الدولة الرستمية Rustamid Dynasty,Arabic,AA.SEMITIC.CLASSICAL_ARABIC,CLASSICAL_ARABIC,stan1318,Standard Arabic,Willis Monroe,good
2051,Tibeto-Vietnamese Đạo Mẫu,Vietic,AuA.VIET_MUONG.VIETNAMESE,VIETNAMESE,viet1252,Vietnamese,Willis Monroe,good
2052,Christ Way Ministries International,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2054,Christ Apostolic Church,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2061,OYA RELIGIOUS GROUP IN OYO,Yoruba,NC.DEFOID.YORUBA,YORUBA,yoru1245,Yoruba,Willis Monroe,good
2069,L'ordre Soufi Qasimite Hadfite الطريقة الصوفية القاسميّة الهادفية,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,TUNISIAN_ARABIC_MAGHRIB,tuni1259,Tunisian Arabic,Willis Monroe,good
2070,Overcomers Evangelical Mission International (Ori-Oke Asegun),English,IE.GERMANIC.ENGLISH,ENGLISH,stan1293,English,Willis Monroe,good
2074,"Revolutionary Mahdism and Resistance to Colonial Rule in the Sokoto Caliphate, 1905-1906",Arabic,AA.SEMITIC.STANDARD_ARABIC,STANDARD_ARABIC,stan1318,Standard Arabic,Willis Monroe,medium
