entry_id,entrytag_path,ids,depth
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northwestern zone[29406]->Sindhi-Lahnda[30754]->Eastern Panjabic[32524]->Eastern Panjabi[34108],"[1747, 1904, 2479, 4034, 5357, 29406, 30754, 32524, 34108]",9
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Bihari[29412],"[1747, 1904, 2479, 4034, 5357, 29412]",6
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northern zone[29408],"[1747, 1904, 2479, 4034, 5357, 29408]",6
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Northwestern zone[9715]->Sindhi-Lahnda[10938]->Greater Panjabic[11897]->Western Panjabi[12775],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9715, 10938, 11897, 12775]",11
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Northwestern zone[9715]->Sindhi-Lahnda[10938],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9715, 10938]",9
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297],"[1747, 1904, 2479, 4034, 5357, 6751, 8297]",7
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357],"[1747, 1904, 2479, 4034, 5357]",5
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northwestern zone[29406]->Sindhi-Lahnda[30754]->Eastern Panjabic[32524]->Eastern Panjabi[34108]->Malwa[35891],"[1747, 1904, 2479, 4034, 5357, 29406, 30754, 32524, 34108, 35891]",10
191,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northwestern zone[29406]->Sindhi-Lahnda[30754]->Lahnda[32525]->Siraikic[34110]->Saraiki[35896]->Jatki[37581],"[1747, 1904, 2479, 4034, 5357, 29406, 30754, 32525, 34110, 35896, 37581]",11
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548],"[1747, 1807, 2158, 3548]",4
192,Language[1747]->Austronesian[1807],"[1747, 1807]",2
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256],"[1747, 1807, 2158, 27860, 28256]",5
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779]",8
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Eastern Fijian[9241]->Nuclear Eastern Fijian[10468]->Viwa-Lomaiviti-East Viti Levu[11402],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9241, 10468, 11402]",10
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Eastern Fijian[9241],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9241]",8
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923],"[1747, 1807, 2158, 3548, 4923]",5
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Eastern Fijian[9241]->Nuclear Eastern Fijian[10468],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9241, 10468]",9
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158],"[1747, 1807, 2158]",3
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860],"[1747, 1807, 2158, 27860]",4
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007],"[1747, 1807, 2158, 27860, 28256, 29007]",6
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->East Fijian[33553],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779, 33553]",9
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->East Fijian[33553]->Fijian[35287],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779, 33553, 35287]",10
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197],"[1747, 1807, 2158, 27860, 28256, 29007, 30197]",7
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Eastern Fijian[9241]->Nuclear Eastern Fijian[10468]->Viwa-Lomaiviti-East Viti Levu[11402]->Fijian[12243],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9241, 10468, 11402, 12243]",11
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757],"[1747, 1807, 2158, 3548, 4923, 6264, 7757]",7
192,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264],"[1747, 1807, 2158, 3548, 4923, 6264]",6
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->East Fijian[33553],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779, 33553]",9
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007],"[1747, 1807, 2158, 27860, 28256, 29007]",6
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158],"[1747, 1807, 2158]",3
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860],"[1747, 1807, 2158, 27860]",4
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197],"[1747, 1807, 2158, 27860, 28256, 29007, 30197]",7
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Eastern Fijian[9241]->Nuclear Eastern Fijian[10468]->Viwa-Lomaiviti-East Viti Levu[11402]->Fijian[12243],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9241, 10468, 11402, 12243]",11
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Eastern Fijian[9241]->Nuclear Eastern Fijian[10468],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9241, 10468]",9
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757],"[1747, 1807, 2158, 3548, 4923, 6264, 7757]",7
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264],"[1747, 1807, 2158, 3548, 4923, 6264]",6
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->East Fijian[33553]->Fijian[35287],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779, 33553, 35287]",10
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Eastern Fijian[9241]->Nuclear Eastern Fijian[10468]->Viwa-Lomaiviti-East Viti Levu[11402],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9241, 10468, 11402]",10
193,Language[1747]->Austronesian[1807],"[1747, 1807]",2
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548],"[1747, 1807, 2158, 3548]",4
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923],"[1747, 1807, 2158, 3548, 4923]",5
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Eastern Fijian[9241],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9241]",8
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779]",8
193,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256],"[1747, 1807, 2158, 27860, 28256]",5
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411]->Oriya-Gauda-Kamrupa[30776]->Gauda-Kamrupa[32578]->Gauda-Banga[34274],"[1747, 1904, 2479, 4034, 5357, 29411, 30776, 32578, 34274]",9
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411]->Oriya-Gauda-Kamrupa[30776]->Gauda-Kamrupa[32578],"[1747, 1904, 2479, 4034, 5357, 29411, 30776, 32578]",8
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Bihari[29412],"[1747, 1904, 2479, 4034, 5357, 29412]",6
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949]->Gauda-Kamrupa[11932],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949, 11932]",10
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10945]",9
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297],"[1747, 1904, 2479, 4034, 5357, 6751, 8297]",7
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357],"[1747, 1904, 2479, 4034, 5357]",5
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719]",8
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411]->Oriya-Gauda-Kamrupa[30776],"[1747, 1904, 2479, 4034, 5357, 29411, 30776]",7
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034],"[1747, 1904, 2479, 4034]",4
195,Language[1747]->Indo-European[1904],"[1747, 1904]",2
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751],"[1747, 1904, 2479, 4034, 5357, 6751]",6
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945]->Bihari[11907],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10945, 11907]",10
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411]->Oriya-Gauda-Kamrupa[30776]->Gauda-Kamrupa[32578]->Gauda-Banga[34274]->Bengali[36138],"[1747, 1904, 2479, 4034, 5357, 29411, 30776, 32578, 34274, 36138]",10
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411],"[1747, 1904, 2479, 4034, 5357, 29411]",6
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949]->Gauda-Kamrupa[11932]->Gauda-Banga[12812]->Bengali[13516],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949, 11932, 12812, 13516]",12
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949]->Gauda-Kamrupa[11932]->Gauda-Banga[12812],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949, 11932, 12812]",11
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949]",9
195,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718]",8
196,Language[1747]->Bookkeeping[1941],"[1747, 1941]",2
196,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723]->Central Greek[8272],"[1747, 1904, 2479, 4027, 5341, 6723, 8272]",7
196,Language[1747]->Indo-European[1904],"[1747, 1904]",2
196,Language[1747]->Turkic[1876]->Common Turkic[2411],"[1747, 1876, 2411]",3
196,Language[1747]->Bookkeeping[1941]->Old Turkish[2665],"[1747, 1941, 2665]",3
196,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],"[1747, 1904, 2479, 4027, 5341]",5
196,Language[1747]->Turkic[1876]->Common Turkic[2411]->Oghuz[3825]->Nuclear Oghuz[5200]->West Oghuz[6583],"[1747, 1876, 2411, 3825, 5200, 6583]",6
196,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723],"[1747, 1904, 2479, 4027, 5341, 6723]",6
196,Language[1747]->Turkic[1876]->Common Turkic[2411]->Oghuz[3825]->Nuclear Oghuz[5200]->West Oghuz[6583]->Turkish[8164],"[1747, 1876, 2411, 3825, 5200, 6583, 8164]",7
196,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723]->Central Greek[8272]->Ionic-Attic Ancient Greek[9686],"[1747, 1904, 2479, 4027, 5341, 6723, 8272, 9686]",8
196,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393]->Ancient Greek[30700],"[1747, 1904, 2479, 4027, 5341, 29393, 30700]",7
196,Language[1747]->Turkic[1876]->Common Turkic[2411]->Oghuz[3825]->Nuclear Oghuz[5200]->West Oghuz[6583]->Turkish[8164]->Ottoman Turkish[32267],"[1747, 1876, 2411, 3825, 5200, 6583, 8164, 32267]",8
196,Language[1747]->Turkic[1876],"[1747, 1876]",2
196,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
196,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393],"[1747, 1904, 2479, 4027, 5341, 29393]",6
196,Language[1747]->Turkic[1876]->Common Turkic[2411]->Oghuz[3825]->Nuclear Oghuz[5200],"[1747, 1876, 2411, 3825, 5200]",5
196,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027],"[1747, 1904, 2479, 4027]",4
196,Language[1747]->Turkic[1876]->Common Turkic[2411]->Oghuz[3825],"[1747, 1876, 2411, 3825]",4
197,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465]->Central Tibetan[9859],"[1747, 1946, 3022, 4302, 5558, 6951, 8465, 9859]",8
197,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465],"[1747, 1946, 3022, 4302, 5558, 6951, 8465]",7
197,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Northern Chinese[7030],"[1747, 1946, 3038, 4342, 5613, 7030]",6
197,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038],"[1747, 1946, 3038]",3
197,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465]->Central Tibetan[9859]->Tibetan[11041],"[1747, 1946, 3022, 4302, 5558, 6951, 8465, 9859, 11041]",9
197,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Northern Chinese[7030]->Mandarinic[8557],"[1747, 1946, 3038, 4342, 5613, 7030, 8557]",7
197,Language[1747]->Sino-Tibetan[1946],"[1747, 1946]",2
197,Language[1747]->Sino-Tibetan[1946]->Bodic[3022],"[1747, 1946, 3022]",3
197,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558],"[1747, 1946, 3022, 4302, 5558]",5
197,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613],"[1747, 1946, 3038, 4342, 5613]",5
197,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Northern Chinese[7030]->Mandarinic[8557]->Zhongyuan[9942],"[1747, 1946, 3038, 4342, 5613, 7030, 8557, 9942]",8
197,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951],"[1747, 1946, 3022, 4302, 5558, 6951]",6
197,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],"[1747, 1946, 3038, 4342]",4
197,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302],"[1747, 1946, 3022, 4302]",4
198,Language[1747]->Indo-European[1904],"[1747, 1904]",2
198,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],"[1747, 1904, 2479, 4027, 5341]",5
198,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393]->Ancient Greek[30700],"[1747, 1904, 2479, 4027, 5341, 29393, 30700]",7
198,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393]->Ancient Greek[30700]->Attic[32457],"[1747, 1904, 2479, 4027, 5341, 29393, 30700, 32457]",8
198,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027],"[1747, 1904, 2479, 4027]",4
198,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393],"[1747, 1904, 2479, 4027, 5341, 29393]",6
198,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
199,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393]->Ancient Greek[30700]->Ionic[32455],"[1747, 1904, 2479, 4027, 5341, 29393, 30700, 32455]",8
199,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736],"[1747, 1904, 2479, 4031, 5349, 6736]",6
199,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349],"[1747, 1904, 2479, 4031, 5349]",5
199,Language[1747]->Indo-European[1904]->Unclassified Indo-European[2480]->Thracian[4036],"[1747, 1904, 2480, 4036]",4
199,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031],"[1747, 1904, 2479, 4031]",4
199,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027],"[1747, 1904, 2479, 4027]",4
199,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
199,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393],"[1747, 1904, 2479, 4027, 5341, 29393]",6
199,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
199,Language[1747]->Unclassifiable[1973]->Numidian[3127],"[1747, 1973, 3127]",3
199,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Celtic[4029],"[1747, 1904, 2479, 4029]",4
199,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597],"[1747, 1977, 3237, 4434, 5695, 7096, 8597]",7
